指標名,スポーツ施設,,,,,,
中央区,銀座一丁目,-,東京都中央区銀座1-18-2 辰ビル1F,ストレッチ専門店Dr.ストレッチ 銀座一丁目店,スポーツスクール/体験,35.673954,139.771488
中央区,銀座二丁目,-,東京都中央区銀座2-7-18 メルサ銀座2丁目店 3F,ストレッチ専門店Dr.ストレッチ 銀座二丁目店,スポーツスクール/体験,35.673453,139.767816
中央区,銀座七丁目,-,東京都中央区銀座7-2-4 アンジェリックフォセッテビル4F,パーソナルジムASPI(アスピ)銀座有楽町店,スポーツクラブ/フィットネスクラブ,35.671012,139.760636
中央区,銀座四丁目,-,東京都中央区銀座4-1 西銀座 B2F,トレーナーズ 西銀座店,スポーツクラブ/フィットネスクラブ,35.673064,139.763533
中央区,築地二丁目,-,東京都中央区築地2-10-4 エミタ銀座イーストビル 6F,Bios(ビオス) 銀座築地店,スポーツクラブ/フィットネスクラブ,35.668995,139.773415
中央区,銀座二丁目,-,東京都中央区銀座2-9-13 GINZA-2ビル7F,APFCLUB 銀座 (エーピーエフクラブ),スポーツクラブ/フィットネスクラブ,35.672571,139.768103
中央区,日本橋蛎殻町一丁目,-,東京都中央区日本橋蛎殻町1-13-7 日本橋岡村ビル B1F,Bios(ビオス) 人形町店,スポーツクラブ/フィットネスクラブ,35.684002,139.782355
中央区,東日本橋三丁目,-,東京都中央区東日本橋3-8-1 東日本橋コーポラス3F,I&Bゴルフスクール 東日本橋店,スポーツスクール/体験,35.691317,139.784
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町3-10 上嘉ビル 3F,JIKUBUREBU(ジクブレブ),スポーツクラブ/フィットネスクラブ,35.69055,139.777867
中央区,銀座三丁目,-,東京都中央区銀座3-12-5 宏和ビル 3F,パーソナルトレーニングジム JOHNNY STYLE(ジョニー スタイル) 銀座店,スポーツクラブ/フィットネスクラブ,35.670775,139.769261
中央区,日本橋横山町,-,東京都中央区日本橋横山町3-14,オビフィットネス,スポーツクラブ/フィットネスクラブ,35.692002,139.781937
中央区,銀座二丁目,-,東京都中央区銀座2-8-18 グランベル銀座ビル601,CREBIQ(クレビック)銀座店,スポーツ施設/運動公園,35.673081,139.767944
中央区,銀座三丁目,-,東京都中央区銀座3-12-7 原町ビル5F,eviGym(エビジム) 銀座3rd店,スポーツクラブ/フィットネスクラブ,35.670519,139.768982
中央区,銀座四丁目,-,東京都中央区銀座4-10-6 G4ビル3・4F,eviGym(エビジム) 銀座店,スポーツクラブ/フィットネスクラブ,35.670165,139.767236
中央区,銀座三丁目,-,東京都中央区銀座3-14-17 kobikissGINZA 9,プライベートパーソナルトレーニングジム ゴーズジム 銀座店,スポーツクラブ/フィットネスクラブ,35.67031,139.769596
中央区,日本橋人形町一丁目,-,東京都中央区日本橋人形町1-18-6 日宝人形町ビル4・5F,Apple GYM(アップルジム) 人形町店,スポーツクラブ/フィットネスクラブ,35.685874,139.782461
中央区,銀座五丁目,-,東京都中央区銀座5-10-6 第一銀座ビル6F,Apple GYM(アップルジム) 銀座店,スポーツクラブ/フィットネスクラブ,35.669624,139.765307
中央区,銀座一丁目,-,東京都中央区銀座 1-15-13 VORT銀座residence 504号,パーソナルトレーニングジム ティーバランス銀座店,スポーツクラブ/フィットネスクラブ,35.673714,139.77006
中央区,日本橋二丁目,日八京,東京都中央区日本橋2-1-20 ディア日本橋タワー 12F,リボーンマイセルフ 東京店,スポーツスクール/体験,35.681861,139.774234
中央区,勝どき二丁目,-,東京都中央区勝どき2-9-12,ライラプス東京北星ジム,スポーツクラブ/フィットネスクラブ,35.659222,139.778128
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町6-5,ビッグスギゴルフアカデミー,ゴルフ練習場,35.689584,139.778899
中央区,銀座一丁目,-,東京都中央区銀座1-2-2,ワウディーTOKYO,スポーツクラブ/フィットネスクラブ,35.675167,139.76793
中央区,銀座四丁目,-,東京都中央区銀座4丁目11-2,富士ヘルスアンドカントリークラブ,ゴルフ場,35.670265,139.768123
中央区,銀座五丁目,-,東京都中央区銀座5-10-6,TRTゴルフスクール,スポーツスクール/体験,35.669624,139.765307
中央区,日本橋本町二丁目,日八京,東京都中央区日本橋本町2,ARM TOKYO(エー アール エム トウキョウ),スポーツクラブ/フィットネスクラブ,35.68785,139.775751
中央区,銀座六丁目,-,東京都中央区銀座6-13-7,22club銀座,スポーツスクール/体験,35.66887,139.764869
中央区,八丁堀二丁目,-,東京都中央区八丁堀2-6-1,住地ゴルフスクール本部,スポーツスクール/体験,35.677316,139.775694
中央区,銀座二丁目,-,東京都中央区銀座2-11-15,BASIピラティス銀座スタジオ,スポーツスクール/体験,35.672161,139.768782
中央区,日本橋本町四丁目,日八京,東京都中央区日本橋本町4丁目2-11,マレア東京,スポーツスクール/体験,35.689536,139.773984
中央区,新川二丁目,-,東京都中央区新川2-8-4,空手之道世界連盟(NPO法人),スポーツスクール/体験,35.675719,139.779945
中央区,佃一丁目,-,東京都中央区佃1-11-5,ミミフィットネスクラブリバーシティ,スポーツクラブ/フィットネスクラブ,35.66912,139.783435
中央区,東日本橋三丁目,-,東京都中央区東日本橋3丁目8-1,SPORTSINSYNC.,スポーツクラブ/フィットネスクラブ,35.69196,139.783211
中央区,銀座四丁目,-,東京都中央区銀座4丁目12-17,アスリーダーズ銀座本店,スポーツクラブ/フィットネスクラブ,35.669532,139.767504
中央区,銀座四丁目,-,東京都中央区銀座4丁目14-6,BASIピラティススタジオ新橋店,スポーツスクール/体験,35.669113,139.768852
中央区,勝どき三丁目,-,東京都中央区勝どき3丁目3-19,ベイリズム勝どき,スポーツスクール/体験,35.659585,139.775092
中央区,日本橋本町四丁目,日八京,東京都中央区日本橋本町4丁目6-10,合気道錬身会,スポーツスクール/体験,35.690266,139.774933
中央区,銀座八丁目,-,東京都中央区銀座8-7,YOKOTAGOLFBASE銀座,スポーツスクール/体験,35.668233,139.760706
中央区,日本橋本町二丁目,日八京,東京都中央区日本橋本町2丁目3-5,LBodymakeStudio,スポーツクラブ/フィットネスクラブ,35.68765,139.775416
中央区,銀座一丁目,-,東京都中央区銀座1丁目19-3,アトランティス東京店,スポーツスクール/体験,35.673572,139.771393
中央区,日本橋人形町一丁目,-,東京都中央区日本橋人形町1丁目2-3,キックボクシングジムFAITH,スポーツ施設/運動公園,35.685191,139.780664
中央区,銀座二丁目,-,東京都中央区銀座2丁目8-19,UNDEUX銀座スタジオ,スポーツ施設/運動公園,35.6732,139.768082
中央区,日本橋蛎殻町一丁目,-,東京都中央区日本橋蛎殻町1丁目18-2,わたしのゴルフ日本橋蛎殻町店,スポーツスクール/体験,35.682218,139.782891
中央区,八丁堀四丁目,-,東京都中央区八丁堀4丁目11-3,Gスタジオ&合田洋ゴルフクリニック,ゴルフ場,35.673959,139.777209
中央区,築地二丁目,-,東京都中央区築地2丁目7-6,わたしのゴルフ築地店,スポーツスクール/体験,35.669524,139.772856
中央区,銀座八丁目,-,東京都中央区銀座8丁目7,カルドGINZA9,スポーツクラブ/フィットネスクラブ,35.668233,139.760706
中央区,日本橋人形町一丁目,-,東京都中央区日本橋人形町1丁目16-1,Resort1st,スポーツ施設/運動公園,35.684419,139.783371
港区,南青山三丁目,-,東京都港区南青山3-8-40 青山センタービル1F/B1F,b-monster AOYAMA(ビーモンスターアオヤマ),スポーツクラブ/フィットネスクラブ,35.667425,139.715132
港区,芝公園三丁目,虎ノ門,東京都港区芝公園3-6-7,芝給水所公園運動場多目的運動広場,スポーツ施設/運動公園,35.661355,139.745215
港区,港南五丁目,-,東京都港区港南5-4-38 松岡品川埠頭ビル103,ロッキーボルダリングクラブ 品川,スポーツ施設/運動公園,35.627387,139.7565
港区,芝浦一丁目,-,東京都港区芝浦1-16-1 みなとパーク芝浦内,港区スポーツセンター,スポーツ施設/運動公園,35.646589,139.751787
港区,海岸三丁目,-,東京都港区海岸3-33-20,芝浦南ふ頭公園運動広場(かいがんぱ-く),スポーツ施設/運動公園,35.637222,139.76
港区,台場一丁目,-,東京都港区台場1-7-1 アクアシティお台場 東エリア 5F,HADO ARENA(ハドー アリーナ) お台場店,スポーツクラブ/フィットネスクラブ,35.627948,139.773834
港区,港南一丁目,-,東京都港区港南1丁目4番1号,芝浦中央公園運動場,スポーツ施設/運動公園,35.634131,139.746722
港区,六本木六丁目,六本木,東京都港区六本木6-2-31 六本木ヒルズノースタワー 1F,ルルレモン 六本木ヒルズ,スポーツクラブ/フィットネスクラブ,35.661681,139.729857
港区,南青山三丁目,-,東京都港区南青山3-13-18 313南青山ビル B1F,FEELCYCLE OMS(フィールサイクル オモテサンドウ)店,スポーツクラブ/フィットネスクラブ,35.665517,139.71336
港区,芝公園二丁目,-,東京都港区芝公園2-7-2,アクアフィールド芝公園(芝公園多目的運動場),スポーツ施設/運動公園,35.654572,139.750634
港区,南麻布五丁目,-,東京都港区南麻布5丁目6-33,港区立 麻布運動場,スポーツ施設/運動公園,35.652478,139.727807
港区,南青山二丁目,-,東京都港区南青山2丁目21番12号,青山運動場,スポーツ施設/運動公園,35.668976,139.718564
港区,六本木六丁目,六本木,東京都港区六本木6-4-1 六本木ヒルズ・メトロハット/ハリウッドプラザ3F,フィールサイクル 六本木ヒルズ店,スポーツクラブ/フィットネスクラブ,35.661533,139.729614
港区,赤坂四丁目,赤坂,東京都港区赤坂4-3-6 A-FLAG3F,ミットネス赤坂店,スポーツスクール/体験,35.674417,139.736132
港区,赤坂四丁目,赤坂,東京都港区赤坂4丁目18番13号 赤坂コミュニティーぷらざ6階,健康増進センター(ヘルシーナ),スポーツ施設/運動公園,35.674725,139.731753
港区,麻布十番一丁目,-,東京都港区麻布十番1-7-1 MGB麻布十番3F,basi(バシ)ピラティス 麻布十番スタジオ,スポーツクラブ/フィットネスクラブ,35.656668,139.734527
港区,六本木七丁目,六本木,東京都港区六本木7-12-3 パワーハウスビルB-2B,Polish(ポリッシュ) 六本木スタジオ,スポーツスクール/体験,35.664236,139.730416
港区,港南四丁目,-,東京都港区港南4-6-49 報知新聞社 本社ビル 3F,文武一道塾 志道館 港南道場,スポーツ施設/運動公園,35.626668,139.750754
港区,西麻布一丁目,-,東京都港区西麻布1丁目15-4,西麻布ゴルフ倶楽部,ゴルフ練習場,35.661602,139.723093
港区,三田一丁目,-,東京都港区三田1-3-31 フォーキャスト三田 1F,エニタイムフィットネス 三田店,スポーツクラブ/フィットネスクラブ,35.654553,139.743608
港区,海岸一丁目,-,東京都港区海岸1-1-1 アクティ汐留 2F,エニタイムフィットネス 浜松町汐留店,スポーツクラブ/フィットネスクラブ,35.658166,139.758775
港区,芝浦四丁目,-,東京都港区芝浦4-17-3 芝浦ビル 2F,エニタイムフィットネス 芝浦店,スポーツクラブ/フィットネスクラブ,35.637015,139.747127
港区,芝五丁目,-,東京都港区芝5-20-17 ルシマン田町 3F,エニタイムフィットネス 田町店,スポーツクラブ/フィットネスクラブ,35.647606,139.747041
港区,六本木三丁目,六本木,東京都港区六本木3-16-33 青葉六本木ビルディング 2F,エニタイムフィットネス 六本木店,スポーツクラブ/フィットネスクラブ,35.661988,139.736375
港区,赤坂五丁目,赤坂,東京都港区赤坂5-4-7 THE HEXAGON 2F,エニタイムフィットネス 赤坂店,スポーツクラブ/フィットネスクラブ,35.672089,139.735879
港区,新橋四丁目,虎ノ門広域,東京都港区新橋4-9-1 新橋プラザビル 2F,エニタイムフィットネス 新橋店,スポーツクラブ/フィットネスクラブ,35.664268,139.756558
港区,南麻布四丁目,-,東京都港区南麻布4-12-4 プラチナコート広尾 B1,エニタイムフィットネス 広尾店,スポーツクラブ/フィットネスクラブ,35.647481,139.72437
港区,南麻布二丁目,-,東京都港区南麻布2-11-10 OJビル 1F-B1,エニタイムフィットネス 南麻布2丁目店,スポーツクラブ/フィットネスクラブ,35.647684,139.735784
港区,南麻布三丁目,-,東京都港区南麻布3-19-23 オーク南麻布ビル1F,エニタイムフィットネス 南麻布3丁目店,スポーツクラブ/フィットネスクラブ,35.647387,139.730037
港区,芝二丁目,-,東京都港区芝2-5-10 芝公園NDビル 1F,エニタイムフィットネス 芝浜松町店,スポーツクラブ/フィットネスクラブ,35.652792,139.752191
港区,三田三丁目,-,東京都港区三田3-11-22 国際興業三田泉岳寺ビル 2F,エニタイムフィットネス 泉岳寺駅前店,スポーツクラブ/フィットネスクラブ,35.640457,139.741427
港区,赤坂三丁目,赤坂,"東京都港区赤坂3丁目13-14 赤坂TATSUMIビル3,4階",JOYFIT24赤坂,スポーツクラブ/フィットネスクラブ,35.673506,139.737161
港区,麻布十番二丁目,-,東京都港区麻布十番2-16-4 プラスワンビル2階,JOYFIT 麻布十番,スポーツクラブ/フィットネスクラブ,35.65423,139.735605
港区,南青山七丁目,-,東京都港区南青山7丁目12-12 南青山モワビル2F・3F,JOYFIT24南青山,スポーツクラブ/フィットネスクラブ,35.657837,139.718404
港区,赤坂五丁目,赤坂,東京都港区赤坂5-4-7 ヘキサゴンビル B1F,FEELCYCLE AKS(フィールサイクル アカサカ)店,スポーツクラブ/フィットネスクラブ,35.672089,139.735879
港区,南青山五丁目,-,東京都港区南青山5-12-19 EIGHTEENビル102号室,Royal Pilates Studio A-Core(ロイヤル ピラティス スタジオ アコア),スポーツクラブ/フィットネスクラブ,35.660794,139.712459
港区,芝公園四丁目,-,東京都港区芝公園4-8-4,芝公園 野球場兼競技場,スポーツ施設/運動公園,35.655563,139.749111
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ノ門2-10-4 ホテルオークラ 1F,オークラヘルスクラブ,スポーツクラブ/フィットネスクラブ,35.667087,139.745524
港区,高輪三丁目,-,東京都港区高輪3-10-4 ブレスド高輪101,ballesonance Tokyo Baleet Studio(バレゾナンス トウキョウ バレエ スタジオ) 品川高輪教室,スポーツスクール/体験,35.63187,139.731733
港区,赤坂九丁目,六本木,東京都港区赤坂9丁目6-29 パシフィック乃木坂B1F,JOYFIT24乃木坂,スポーツクラブ/フィットネスクラブ,35.666664,139.728205
港区,南青山六丁目,-,東京都港区南青山6-2-2 南青山ホームズB1F,ゴールドジム 南青山東京,スポーツクラブ/フィットネスクラブ,35.661156,139.715192
港区,海岸一丁目,-,東京都港区海岸1-2-3 汐留芝離宮ビルディング2階,ゴールドジム 浜松町東京,スポーツクラブ/フィットネスクラブ,35.657206,139.758637
港区,北青山二丁目,-,東京都港区北青山 2-7-22 H・T・神宮外苑ビル 5F,B.E.A.T(ビート)外苑前,スポーツクラブ/フィットネスクラブ,35.671321,139.717258
港区,港南二丁目,-,東京都港区港南2-16-2 太陽生命品川ビル B1F,サウスゴルフアカデミー,スポーツクラブ/フィットネスクラブ,35.627165,139.740534
港区,南青山一丁目,-,東京都港区南青山1-11-26 シャンプラ-ジュ南青山 1F,SUGATA(スガタ) 青山店,スポーツスクール/体験,35.669659,139.723911
港区,六本木六丁目,六本木,東京都港区六本木6-6-9 ピラミデビルB1F,TIPNESS(ティップネス) 六本木店,スポーツクラブ/フィットネスクラブ,35.66201,139.731211
港区,北青山三丁目,-,東京都港区北青山3-5-20 FURLA 青山本店4階,FURLA yoga(フルラヨガ),スポーツクラブ/フィットネスクラブ,35.665757,139.712752
港区,六本木七丁目,六本木,東京都港区六本木7-4-4 アートシェルビル 3F,Magma spastudio insea(マグマスパスタジオインシー) 六本木店,スポーツクラブ/フィットネスクラブ,35.665588,139.728784
港区,高輪三丁目,-,東京都港区高輪3-25-33 長田ビル 5F,ライザップ 品川店,スポーツクラブ/フィットネスクラブ,35.631973,139.73794
港区,北青山二丁目,-,東京都港区北青山2-8-44 TEPIA B2F,東急スポーツオアシス青山店,スポーツクラブ/フィットネスクラブ,35.673069,139.716908
港区,六本木三丁目,六本木,東京都港区六本木3-17-10 六本木デュープレックスタワー B1F,ライザップ 六本木店,スポーツクラブ/フィットネスクラブ,35.661769,139.736932
港区,赤坂九丁目,六本木,東京都港区赤坂9-5-12 パークサイドシックスC棟1F,nature body house(ネイチャーボディハウス) 六本木,スポーツクラブ/フィットネスクラブ,35.667463,139.729698
港区,六本木七丁目,六本木,東京都港区六本木7-4-4 六本木アートシェル,サンクチュアリ六本木店,ゴルフ練習場,35.665588,139.728784
港区,港南一丁目,-,東京都港区港南1-2-70 品川シーズンテラス2F,RUN CUBE(ラン キューブ) 品川シーズンテラス,スポーツ施設/運動公園,35.63249,139.743003
港区,東麻布三丁目,-,東京都港区東麻布3-7-11 パークサイドビル2F・201,DIETA(ディエタ) 麻布十番店,スポーツスクール/体験,35.656303,139.738289
港区,南麻布五丁目,-,東京都港区南麻布5-16-8 エルスール広尾1F,ストレッチ専門店Dr.ストレッチ 広尾店,スポーツスクール/体験,35.651144,139.723352
港区,赤坂八丁目,赤坂,東京都港区赤坂8-11-19,JOHAN VOS SPORT SCHOOL(ヨハンボススポーツスクール),スポーツスクール/体験,35.66858,139.728982
港区,白金台四丁目,-,東京都港区白金台4-5-7 サンストン白金台203,ボディバランシング 白金台,スポーツクラブ/フィットネスクラブ,35.638643,139.727064
港区,赤坂四丁目,赤坂,東京都港区赤坂4-9-19 赤坂T.O.ビル1F,アズ・ゴルフスタジオ 赤坂,ゴルフ練習場,35.675051,139.732611
港区,赤坂三丁目,赤坂,東京都港区赤坂3-4-3 号赤坂マカベビルB1,ゴルフスタジオZAMET インドアレッスン赤坂,ゴルフ練習場,35.674174,139.738343
港区,北青山二丁目,-,東京都港区北青山2-7-28 NAビルB1F,ビタミン GOLF,ゴルフ練習場,35.671815,139.717059
港区,麻布十番一丁目,-,東京都港区麻布十番1-7-5 フェスタ麻布B2F,オレンジセオリー・フィットネス麻布十番,スポーツクラブ/フィットネスクラブ,35.655823,139.736494
港区,麻布十番二丁目,-,東京都港区麻布十番2-13-5,メガロスルフレ麻布十番,スポーツクラブ/フィットネスクラブ,35.654664,139.735165
港区,芝浦二丁目,-,東京都港区芝浦2-16-7 中野第3ビル3F,ファイトフィット 田町芝浦,スポーツスクール/体験,35.64443,139.752051
港区,南青山五丁目,-,東京都港区南青山5-12-27 WISE512ビル 401,チャームボディ表参道本店,スポーツクラブ/フィットネスクラブ,35.661503,139.712619
港区,麻布十番一丁目,-,東京都港区麻布十番1-7-1 ヨーロッパハウス5F,ヨガ・瞑想トレーニングサロン transtyle(トランスタイル),スポーツスクール/体験,35.656627,139.734601
港区,麻布台三丁目,-,東京都港区麻布台3-5-7,ワールドウィング麻布,スポーツクラブ/フィットネスクラブ,35.659912,139.740334
港区,西新橋二丁目,虎ノ門,東京都港区西新橋2-16-6,KITAERU CrossFit Toranomon(キタエル クロスフィット トラノモン),スポーツクラブ/フィットネスクラブ,35.66635,139.750441
港区,東新橋一丁目,虎ノ門広域,東京都港区東新橋1-9-1 東京汐留ビルディング Pedi汐留内 2F,FEELCYCLE(フィールサイクル) 汐留,スポーツクラブ/フィットネスクラブ,35.662931,139.761318
港区,白金台三丁目,-,東京都港区白金台3-16-8 クレール白金台1F・2F,メガロス 白金台,スポーツクラブ/フィットネスクラブ,35.636135,139.723093
港区,赤坂三丁目,赤坂,東京都港区赤坂3-13-4 第三吉田ビル B1F,エースゴルフクラブ赤坂,ゴルフ練習場,35.673173,139.737668
港区,高輪一丁目,-,東京都港区高輪1-5-21 ルート高輪ビル B1F,FITLABOx4(フィットラボ クロスフォー) 白金高輪店,スポーツクラブ/フィットネスクラブ,35.641024,139.73756
港区,麻布十番二丁目,-,東京都港区麻布十番2-9-2 B1F,美コア東京スタジオ POWERED BY Reebok(パワード バイ リーボック),スポーツクラブ/フィットネスクラブ,35.655031,139.734427
港区,六本木三丁目,六本木,東京都港区六本木3-7-1 ザ・六本木東京プラザ 2F,GOLFTEC by GDO(ゴルフテック バイ ジーディーオー) 六本木店,ゴルフ練習場,35.663726,139.734727
港区,虎ノ門三丁目,虎ノ門,東京都港区虎ノ門3-7-14 AMビルディング 3F,フィジオセンター,スポーツクラブ/フィットネスクラブ,35.664533,139.746057
港区,南麻布五丁目,-,東京都港区南麻布5-1-11 B1F・B2F,広尾ゴルフインパクト,スポーツスクール/体験,35.654895,139.722624
港区,六本木七丁目,六本木,東京都港区六本木7-18-8 第3大栄ビル 4F,BODY ARCHI(ボディアーキ) 六本木店,スポーツクラブ/フィットネスクラブ,35.662168,139.729201
港区,芝五丁目,-,東京都港区芝5-1-13 三ツ輪三田ビルB1F,カルペディエム 三田,スポーツスクール/体験,35.650026,139.745063
港区,南青山三丁目,-,東京都港区南青山3-3-3 リビエラ南青山ビル A館 3F,アコーディア・ガーデン 南青山,ゴルフ練習場,35.668124,139.716755
港区,麻布十番三丁目,-,東京都港区麻布十番3-1-2 プロポンス麻布 2F,トーマス体操スクール 麻布校,スポーツスクール/体験,35.65364,139.736506
港区,赤坂六丁目,赤坂,東京都港区赤坂6-4-10 赤坂ZENビル 1F,SIXPAD STATION(シックスパッド ステーション) 赤坂,スポーツクラブ/フィットネスクラブ,35.670094,139.734736
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ノ門4-3-1 城山トラストタワー 3F,The Premier Club(ザ プリミア クラブ),スポーツクラブ/フィットネスクラブ,35.664708,139.743381
港区,南青山六丁目,-,東京都港区南青山6-1-3 コレッツィオーネ B1F,セントラルフィットネスクラブ 南青山,スポーツクラブ/フィットネスクラブ,35.662549,139.716429
港区,南青山三丁目,-,東京都港区南青山3-12-11,FACE LIFT GYM(フェイス リフト ジム) 青山店,スポーツクラブ/フィットネスクラブ,35.666099,139.713726
港区,西麻布四丁目,-,東京都港区西麻布4-22-11 MIC 西麻布ビル 2F,皆思道場,スポーツスクール/体験,35.657367,139.718484
港区,赤坂三丁目,赤坂,東京都港区赤坂3-10-4 月世界ビル B1F,TRI-FORCE(トライフォース)赤坂,スポーツクラブ/フィットネスクラブ,35.676045,139.736742
港区,三田四丁目,-,東京都港区三田4-1-9,キックボクシングジムRIKIX(リキックス) 三田GONZ店,スポーツクラブ/フィットネスクラブ,35.64774,139.741871
港区,北青山三丁目,-,東京都港区北青山3-15-9 AOYAMA101ビル B1F,クラヴマガ 青山トレーニングセンター,スポーツクラブ/フィットネスクラブ,35.664096,139.709135
港区,高輪二丁目,-,東京都港区高輪2-17-11,ヤマハゴルフスタジオ高輪,ゴルフ練習場,35.639252,139.739895
港区,三田五丁目,-,東京都港区三田5-6-8 ナカムラビル 4F,ロコムーブ,スポーツクラブ/フィットネスクラブ,35.646609,139.739847
港区,東麻布三丁目,-,東京都港区東麻布3-3-12 小林ビルB1,BEYOND(ビヨンド) 麻布十番店,スポーツクラブ/フィットネスクラブ,35.657176,139.738485
港区,六本木三丁目,六本木,東京都港区六本木3-15-22 陽光セントラルビル 1F,Dr.stretch(ドクターストレッチ) 六本木店,スポーツクラブ/フィットネスクラブ,35.662227,139.735164
港区,六本木三丁目,六本木,東京都港区六本木3-6-8 谷川ビル 2F&3F,Sanitas(サニタス) 六本木店,スポーツクラブ/フィットネスクラブ,35.663324,139.736268
港区,六本木三丁目,六本木,東京都港区六本木3-16-33 青葉六本木ビル B1,データフィットネス六本木,スポーツクラブ/フィットネスクラブ,35.662092,139.736386
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-2-18 虎之門興業ビル 5F,StudioFit(スタジオフィット),スポーツクラブ/フィットネスクラブ,35.669387,139.747466
港区,赤坂八丁目,赤坂,東京都港区赤坂8-12-16 NOZY赤坂601,Functional training gym NEXUS(ファンクショナル トレーニング ジム ネクサス) 赤坂店,スポーツクラブ/フィットネスクラブ,35.669931,139.730482
港区,赤坂九丁目,六本木,東京都港区赤坂9-7-2 東京ミッドタウン プラザ B1F,Dr.stretch(ドクターストレッチ) 東京ミッドタウン店,スポーツクラブ/フィットネスクラブ,35.66612,139.731289
港区,東麻布二丁目,-,東京都港区東麻布2-22-5 ベルス麻布 3F,CoCoDakara Body Design(ココダカラ ボディー デザイン) 麻布十番店,スポーツクラブ/フィットネスクラブ,35.656597,139.740662
港区,西新橋三丁目,虎ノ門,東京都港区西新橋3-23-16,Majesty -onarimon club-(マジェスティ オナリモン クラブ),スポーツクラブ/フィットネスクラブ,35.662049,139.751253
港区,南青山三丁目,-,東京都港区南青山3-3-16 IQビルディング GF,Sky Pilates Tokyo(スカイ ピラティス トウキョウ),スポーツスクール/体験,35.667625,139.716858
港区,赤坂三丁目,赤坂,東京都港区赤坂3-21-12 赤坂一ツ木ビル 2F,パーソナルジムLOOKSLIKE 赤坂見附 BLUE(パーソナルジム ルックスライク アカサカミツケ ブルー),スポーツクラブ/フィットネスクラブ,35.676493,139.735734
港区,南青山五丁目,-,東京都港区南青山5-18-10 コーポラス明石 201,Women's Studio Flugel(ウーマンズ スタジオ フリューゲル) 表参道スタジオ,スポーツクラブ/フィットネスクラブ,35.660029,139.713783
港区,六本木四丁目,六本木,東京都港区六本木4-5-14 アーバンビル 401,Women's Studio Flugel(ウーマンズ スタジオ フリューゲル) 六本木スタジオ,スポーツクラブ/フィットネスクラブ,35.665004,139.732441
港区,元赤坂一丁目,赤坂,東京都港区元赤坂1-1-18 大原ビル 1・2F,StrategicGym89(ストラテジックジムエイトナイン),スポーツクラブ/フィットネスクラブ,35.677929,139.734222
港区,新橋一丁目,虎ノ門広域,東京都港区新橋1-5-6 銀座第3誠和ビル 7F受付 8F,24/7(トゥエンティーフォーセブン)ワークアウト 新橋・銀座店,スポーツクラブ/フィットネスクラブ,35.667695,139.759877
港区,西麻布四丁目,-,東京都港区西麻布4-10-3 B1F,HYPhysio. Lab.(ハイフィジオ ラボ) パーソナルジム・鍼灸,スポーツクラブ/フィットネスクラブ,35.657553,139.723013
港区,新橋五丁目,虎ノ門広域,東京都港区新橋5-35-8,Bios(ビオス) 西新橋店,スポーツクラブ/フィットネスクラブ,35.662905,139.753209
港区,東麻布三丁目,-,東京都港区東麻布3-7-11 パーク サイド ビル 2F,Bios(ビオス) 麻布十番店,スポーツクラブ/フィットネスクラブ,35.656303,139.738289
港区,赤坂四丁目,赤坂,東京都港区赤坂4-1-2 シントミ赤坂一ツ木ビル B1F,GOLFERS24(ゴルファーズ) 赤坂店,ゴルフ練習場,35.676842,139.735285
