指標名,スーパー,,,,,,
出典,NAVITIME,,,,,,
年次,2024/01/12取得,,,,,,
URL,https://www.navitime.co.jp/,,,,,,
備考,(2021年度：532件、2022年度：523件、2023年度：593件),,,,,,
,,,,,,,
区,町丁目,エリア,住所,施設名,種類,緯度,経度
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1-9-1 東京駅構内・GRANSTA MARUNOUCHI B1F,紀ノ国屋アントレ グランスタ丸の内店,その他スーパー,35.6818641,139.7669116
千代田区,岩本町2丁目,-,東京都千代田区岩本町2-12-5 早川トナカイビル,まいばすけっと 岩本町2丁目店,その他スーパー,35.6943919,139.7765902
千代田区,神田和泉町2丁目,-,東京都千代田区神田和泉町2-13,ライフ 神田和泉町店,その他スーパー,35.6998696,139.780145
千代田区,神田錦町2丁目,-,東京都千代田区神田錦町2丁目2-1,サミットストア神田スクエア店,その他スーパー,35.6931252,139.7632042
千代田区,九段南3丁目,-,東京都千代田区九段南3-3-4 ニューライフビル,まいばすけっと 九段南3丁目店,その他スーパー,35.6917482,139.7418714
千代田区,外神田6丁目,-,東京都千代田区外神田6-13-11ミクニビル,まいばすけっと 末広町駅前店,その他スーパー,35.7031729,139.770759
千代田区,神田神保町2丁目,-,東京都千代田区神田神保町2-40-5 東久ビル,まいばすけっと 神田神保町店,その他スーパー,35.69783,139.75547
千代田区,神田東松下町,-,東京都千代田区神田東松下町25 アルファグランデ千桜タワー,まいばすけっと 岩本町駅南店,その他スーパー,35.6949407,139.7743753
千代田区,神田佐久間町3丁目,-,東京都千代田区神田佐久間町3-21-5 東神田ビル,まいばすけっと 神田佐久間町店,その他スーパー,35.6980479,139.7786871
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1-9-1 東京駅構内・GRANSTA TOKYO 1F,紀ノ国屋アントレ グランスタ店,その他スーパー,35.6818641,139.7669116
千代田区,神田多町2丁目,-,東京都千代田区神田多町2-1 神田東山ビル,まいばすけっと 神田駅北口店,その他スーパー,35.6932088,139.7693359
千代田区,神田神保町3丁目,-,東京都千代田区神田神保町3-3 神保町SF3ビル1F,成城石井 神保町店,その他スーパー,35.6953889,139.7543897
千代田区,麹町1丁目,-,東京都千代田区麹町1-8JFNセンター,まいばすけっと 半蔵門駅前店,その他スーパー,35.6845411,139.7431687
千代田区,神田神保町1丁目,-,東京都千代田区神田神保町1-103東京パークタワー,まいばすけっと 神保町駅前店,その他スーパー,35.6942062,139.7592182
千代田区,九段北1丁目,-,東京都千代田区九段北1-4-5北の丸グラスゲート,まいばすけっと 九段北1丁目店,その他スーパー,35.6965571,139.7514513
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1-5-1 新丸の内ビルB1F,成城石井 新丸ビル店,その他スーパー,35.6825434,139.7642869
千代田区,五番町一零丁目,-,東京都千代田区五番町10-2 五番町センタービル1F,成城石井 市ケ谷店,その他スーパー,35.6893931,139.7349834
千代田区,外神田1丁目,-,東京都千代田区外神田1-17-6 アトレ秋葉原1 3F,成城石井 アトレ秋葉原1店,その他スーパー,35.6984764,139.7725257
千代田区,富士見2丁目,-,東京都千代田区富士見2-10-2 飯田橋グラン・ブルーム サクラテラス1F,成城石井 飯田橋サクラテラス店,その他スーパー,35.6989789,139.7436278
千代田区,神田鍛冶町三-七-四ユニゾ神田鍛冶町3丁目,-,東京都千代田区神田鍛冶町3-7-4ユニゾ神田鍛冶町3丁目ビル,まいばすけっと 神田鍛冶町店,その他スーパー,35.6931919,139.7704195
千代田区,内神田1丁目,-,東京都千代田区内神田1-18-14ヨシザワビル,まいばすけっと 神田駅西店,その他スーパー,35.6914969,139.7670111
千代田区,岩本町3丁目,-,東京都千代田区岩本町3-5-5 ユニゾ岩本町3丁目ビル (2021年4月より岩本町3丁目ビルに建物名変更),まいばすけっと 岩本町3丁目店,その他スーパー,35.6951661,139.7776307
千代田区,紀尾井町1丁目,-,東京都千代田区紀尾井町1-3 東京ガーデンテラス紀尾井町 紀尾井テラス2F,成城石井 東京ガーデンテラス紀尾井町店,その他スーパー,35.6792741,139.7370819
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1-9-1 東京駅一番街1F,成城石井 東京駅一番街店,その他スーパー,35.6822889,139.7684903
千代田区,有楽町2丁目,大丸有,東京都千代田区有楽町2-5-1 ルミネ有楽町店ルミネ2 B1F,成城石井 SEIJO ISHII ルミネ有楽町2店,その他スーパー,35.6735982,139.7628443
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1-9-1,成城石井 グランゲート東京駅店,その他スーパー,35.6798702,139.7675145
千代田区,麹町3丁目,-,東京都千代田区麹町3-3-6 麹町フロントビル 1F,成城石井 麹町店,その他スーパー,35.6836995,139.738658
千代田区,神田駿河台4丁目,-,東京都千代田区神田駿河台4-6 御茶ノ水ソラシティB1F,成城石井 御茶ノ水ソラシティ店,その他スーパー,35.6984924,139.7668622
千代田区,大手町1丁目,大丸有,東京都千代田区大手町1-5-5 大手町タワーB2F,成城石井 EPICERIE BONHEUR 成城石井 大手町店,その他スーパー,35.6855536,139.7653677
千代田区,神田司町2丁目,-,東京都千代田区神田司町2-6,マルエツ プチ 神田司町店,その他スーパー,35.6937645,139.767883
千代田区,麹町3丁目,-,東京都千代田区麹町3-1-8,ココスナカムラ麹町店,その他スーパー,35.6838047,139.7394564
千代田区,富士見2丁目,-,東京都千代田区富士見2-7-1 プラウドタワー1F,三徳飯田橋店,その他スーパー,35.7005602,139.7450025
千代田区,鍛冶町1丁目,-,東京都千代田区鍛冶町1-2-3,肉のハナマサ 神田店,その他スーパー,35.6898222,139.7699928
千代田区,九段南4丁目,-,東京都千代田区九段南4-2-11,mini(ミニ)ピアゴ 九段南4丁目店,その他スーパー,35.6911887,139.7398433
千代田区,外神田4丁目,-,東京都千代田区外神田4-14-1 秋葉原UDX内,福島屋 秋葉原UDX店,その他スーパー,35.6998341,139.7725006
千代田区,外神田2丁目,-,東京都千代田区外神田2-14-10 第二電波ビル 1F,ピーコックストア 神田妻恋坂店,その他スーパー,35.7024295,139.7691321
千代田区,神田錦町1丁目,-,東京都千代田区神田錦町1-1-1,イオンリテール株式会社 北関東カンパニー,イオン,35.6920641,139.7645217
千代田区,神田淡路町2丁目,-,東京都千代田区神田淡路町2-105 ワテラスモール B1F,Olympic(オリンピック) 淡路町店,その他スーパー,35.697582,139.7679375
千代田区,神田神保町2丁目,-,東京都千代田区神田神保町2-44,マルエツ プチ 神田神保町二丁目店,その他スーパー,35.6981627,139.7560861
千代田区,外神田3丁目,-,東京都千代田区外神田3-1-16 ダイドーリミテッドビル 1F,オリンピック 外神田店,その他スーパー,35.7000331,139.7697217
千代田区,外神田6丁目,-,東京都千代田区外神田6-7-3 成興ビル,肉のハナマサ 湯島店,その他スーパー,35.7044725,139.7700202
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1-9-1 大丸東京店 B1F,明治屋 八重洲口ストアー,その他スーパー,35.6815527,139.7689401
千代田区,一番町,-,東京都千代田区一番町6,マルエツ プチ 一番町店,その他スーパー,35.6872988,139.7413724
千代田区,九段北4丁目,-,東京都千代田区九段北4-1-3,リンコス 九段店,その他スーパー,35.692612,139.7404942
千代田区,外神田3丁目,-,東京都千代田区外神田3-10-8,TOA mart(トーアマート) 秋葉原店,その他スーパー,35.7012654,139.7708334
千代田区,丸の内1丁目,大丸有,東京都千代田区丸の内1丁目9-1,紀ノ国屋大丸東京店,その他スーパー,35.6798702,139.7675145
中央区,築地4丁目,-,東京都中央区築地4-13-3 築地場外市場,まる一 浜田商店,その他スーパー,35.6653213,139.7708862
中央区,日本橋馬喰町1丁目,-,東京都中央区日本橋馬喰町1-5-6,マルマンストア 日本橋馬喰町店,その他スーパー,35.6924233,139.7817029
中央区,日本橋本町2丁目,日八京,東京都中央区日本橋本町2-5-1,マルエツ プチ 日本橋本町店,その他スーパー,35.6873647,139.7761508
中央区,勝どき6丁目,-,東京都中央区勝どき6-3-2,マルエツ 勝どき六丁目店,その他スーパー,35.6557767,139.773631
中央区,銀座3丁目,-,東京都中央区銀座3-2-1 マロニエゲート銀座2内,OK(オーケーストア) 銀座店,その他スーパー,35.6737054,139.7651517
中央区,佃1丁目,-,東京都中央区佃1-11-8 リバーシティ21ピアウエスト,リンコス リバーシティ店,その他スーパー,35.668961,139.785079
中央区,日本橋浜町3丁目,-,東京都中央区日本橋浜町3-3-1,ピーコック ストア トルナーレ 日本橋浜町店,その他スーパー,35.6848096,139.7883481
中央区,八丁堀2丁目,-,東京都中央区八丁堀2-14-4ヤブ原ビル,マルエツ プチ 八丁堀店,その他スーパー,35.676894,139.776833
中央区,勝どき4丁目,-,東京都中央区勝どき4-6-2,ライフ 勝どきミッド店,その他スーパー,35.6571715,139.7770525
中央区,新川1丁目,-,東京都中央区新川1-17-24 Nmf茅場町ビル,肉のハナマサ 新川店,その他スーパー,35.6783794,139.7835403
中央区,晴海3丁目,-,東京都中央区晴海3-13-2,マルエツ 晴海三丁目店,その他スーパー,35.6545699,139.7773091
中央区,日本橋浜町3丁目,-,東京都中央区日本橋浜町3-22-1,成城石井 日本橋浜町店,その他スーパー,35.6855541,139.7887335
中央区,佃2丁目,-,東京都中央区佃2-2-8 リバーシティ21G棟,マルエツ 佃店,その他スーパー,35.6679229,139.786816
中央区,湊2丁目,-,東京都中央区湊2-15-14 パークシティ中央湊ザタワー 1F,デリド湊店,その他スーパー,35.6712196,139.7806244
中央区,銀座3丁目,-,東京都中央区銀座3-2-1 マロニエゲート銀座2 B1 B2,オーケー 銀座店,その他スーパー,35.6737054,139.7651517
中央区,日本橋堀留町1丁目,-,東京都中央区日本橋堀留町1-5-12 ヤシマ日本橋ビル,まいばすけっと 日本橋堀留町1丁目店,その他スーパー,35.6873245,139.7797656
中央区,日本橋蛎殻町2丁目,-,東京都中央区日本橋蛎殻町2-10-11 秀和蛎殻町ビル,まいばすけっと 水天宮店,その他スーパー,35.683404,139.7869259
中央区,日本橋横山町1丁目,-,東京都中央区日本橋横山町1-3 OKK日本橋ビル,まいばすけっと 日本橋横山町店,その他スーパー,35.6913837,139.7817293
中央区,日本橋本町4丁目,日八京,東京都中央区日本橋本町4-15-9 曽田ビル,まいばすけっと 日本橋本町4丁目店,その他スーパー,35.6901759,139.7769896
中央区,湊3丁目,-,東京都中央区湊3-5-10VORT新富町,まいばすけっと 新富町駅東店,その他スーパー,-,-
中央区,築地2丁目,-,東京都中央区築地2-11-9 築地MTビル,まいばすけっと 築地2丁目店,その他スーパー,35.6684916,139.772696
中央区,明石町5丁目,-,東京都中央区明石町5-15明図ビル,まいばすけっと 築地明石町店,その他スーパー,35.6679848,139.7779681
中央区,日本橋小網町6丁目,-,東京都中央区日本橋小網町15-9 森友第一ビル,まいばすけっと 日本橋小網町店,その他スーパー,35.6843327,139.7808041
中央区,日本橋茅場町3丁目,-,東京都中央区日本橋茅場町3-4-2 KDX茅場町ビル,まいばすけっと 茅場町3丁目店,その他スーパー,35.6783728,139.7777895
中央区,日本橋中洲7丁目,-,東京都中央区日本橋中洲7-1 月村マンションNo.33,まいばすけっと 清洲橋西店,その他スーパー,35.6832593,139.7906732
中央区,日本橋蛎殻町1丁目,-,東京都中央区日本橋蛎殻町1-37-12 パークアクシス日本橋ステージ,まいばすけっと 日本橋蛎殻町店,その他スーパー,35.6823298,139.7852147
中央区,新川2丁目,-,東京都中央区新川2-1-5 THE WALL,まいばすけっと 新川2丁目店,その他スーパー,35.677146,139.7801451
中央区,入船3丁目,-,東京都中央区入船3-2-6 NTT築地ビル,まいばすけっと 新富町駅前店,その他スーパー,35.6705391,139.7757913
中央区,日本橋富沢町3丁目,-,東京都中央区日本橋富沢町12-8 昭和ビル,まいばすけっと 日本橋富沢町店,その他スーパー,35.6902674,139.7816464
中央区,日本橋浜町2丁目,-,東京都中央区日本橋浜町2-35-4 日本橋浜町パークビル,まいばすけっと 日本橋浜町2丁目店,その他スーパー,35.6887555,139.7863366
中央区,月島3丁目,-,東京都中央区月島3-4-5-101,ダイエー月島店,ダイエー,35.6634441,139.7810986
中央区,新川2丁目,-,東京都中央区新川2-21-10,スーパーマーケット リコス 新川2丁目店,その他スーパー,35.6734185,139.7821993
中央区,日本橋蛎殻町1丁目,-,東京都中央区日本橋蛎殻町1-18-4アーバネックス日本橋水天宮,まいばすけっと 蛎殻町1丁目店,その他スーパー,35.6823958,139.7830363
中央区,湊2丁目,-,東京都中央区湊2-16-25ライオンズマンション鉄砲洲第3,まいばすけっと 中央湊2丁目店,その他スーパー,35.6714635,139.7811436
中央区,日本橋2丁目,日八京,東京都中央区日本橋2-5-1 日本橋高島屋S.C.新館 B1F,成城石井 日本橋高島屋S.C.店,その他スーパー,35.68128,139.7737877
中央区,晴海1丁目,-,東京都中央区晴海1-8-16 晴海トリトン2F,成城石井 晴海トリトン店,その他スーパー,35.6573718,139.7827814
中央区,日本橋小伝馬町1丁目,-,東京都中央区日本橋小伝馬町1-7 スクエア日本橋1F,成城石井 小伝馬町店,その他スーパー,35.690137,139.7779469
中央区,晴海1丁目,-,東京都中央区晴海1-8-16晴海トリトン1-1,マルエツ プチ 晴海店,その他スーパー,35.6573718,139.7827814
中央区,日本橋人形町2丁目,-,東京都中央区日本橋人形町2-7-5,マルエツ プチ 人形町駅前店,その他スーパー,35.6865822,139.783061
中央区,日本橋横山町4丁目,-,東京都中央区日本橋横山町4-7,フレスコ日本橋横山町店,コープ,35.6917914,139.7822521
中央区,東日本橋1丁目,-,東京都中央区東日本橋1-1-5ヒューリック東日本橋ビル,まいばすけっと 東日本橋1丁目店,その他スーパー,35.6904712,139.7850679
中央区,日本橋箱崎町4丁目,-,東京都中央区日本橋箱崎町31-4ONEST 箱崎ビル,まいばすけっと 日本橋箱崎町店,その他スーパー,35.6806442,139.7875768
中央区,日本橋1丁目,日八京,東京都中央区日本橋1-14-7,成城石井 日本橋一丁目店,その他スーパー,35.6817747,139.7762107
中央区,新川1丁目,-,東京都中央区新川1-28-44,マルエツ プチ 新川一丁目店,その他スーパー,35.6758468,139.7847384
中央区,八丁堀4丁目,-,東京都中央区八丁堀4-11-4,マルエツ プチ 八丁堀四丁目店,その他スーパー,35.6739876,139.777369
中央区,築地4丁目,-,東京都中央区築地4-10-15,株式会社北島商店,その他スーパー,35.6654902,139.7702199
中央区,勝どき1丁目,-,東京都中央区勝どき1-7-1,文化堂 勝どき店,その他スーパー,35.6599569,139.7775887
中央区,入船1丁目,-,東京都中央区入船1-4-10 ミニピアゴ入船1丁目店,スーパーマーケット リコス 入船1丁目店,その他スーパー,35.672526,139.7769896
中央区,新川2丁目,-,東京都中央区新川2-22-4,万英プロデュース 新川店,コープ,35.674104,139.7821822
中央区,勝どき1丁目,-,東京都中央区勝どき1-8-1,SUPER MARKET FUJI(スーパーマーケットフジ) デリド勝どき駅前店,その他スーパー,35.6597373,139.7765754
中央区,月島2丁目,-,東京都中央区月島2丁目10-2,文化堂月島店,その他スーパー,35.6636204,139.7843184
中央区,築地7丁目,-,東京都中央区築地7-6-5,ニューみ乃り屋,その他スーパー,35.6656526,139.7739292
中央区,日本橋2丁目,日八京,東京都中央区日本橋2-5-1 日本橋高島屋S.C.新館 B1F,Bio c Bon(ビオ セ ボン) 日本橋高島屋S.C.店,その他スーパー,35.68128,139.7737877
中央区,月島1丁目,-,東京都中央区月島1-27-9,フジマート 月島店,その他スーパー,35.6631812,139.7820324
中央区,勝どき3丁目,-,東京都中央区勝どき3-5-5,東武ストア 勝どき店,その他スーパー,35.6587626,139.7759511
中央区,日本橋2丁目,日八京,東京都中央区日本橋2-4-1 高島屋日本橋店 B1F,明治屋 日本橋ストアー,その他スーパー,35.6808012,139.7735107
中央区,京橋2丁目,日八京,東京都中央区京橋2-2-8,明治屋 京橋ストアー,その他スーパー,35.6773676,139.7701432
中央区,日本橋2丁目,日八京,東京都中央区日本橋2-5-1 日本橋高島屋S.C.店 1F,紀ノ國屋アントレ 日本橋高島屋S.C.店,その他スーパー,35.6808012,139.7735107
中央区,日本橋本町3丁目,日八京,東京都中央区日本橋本町3-4-7 大三新日本橋ビル,肉のハナマサ 新日本橋店,その他スーパー,35.6890489,139.7750724
中央区,晴海3丁目,-,東京都中央区晴海3-9-1,東武ストア 晴海三丁目店,その他スーパー,35.6543679,139.7797085
中央区,豊海町3丁目,-,東京都中央区豊海町12-12,株式会社ホウスイ 豊海第一冷蔵庫,社会関連,35.6521724,139.77016
中央区,豊海町3丁目,-,東京都中央区豊海町3-16,クイーンズ伊勢丹お客さま相談担当,その他スーパー,35.6530864,139.7709188
中央区,日本橋横山町4丁目,-,東京都中央区日本橋横山町4-7,フレスコベンガベンガ日本橋横山町店,その他スーパー,35.6917914,139.7822521
港区,南麻布4丁目,-,東京都港区南麻布4-11-22 南麻布T&Fビル,肉のハナマサ 南麻布店,その他スーパー,35.6471568,139.728206
港区,東麻布2丁目,-,東京都港区東麻布2-32-13,日進ワールドデリカテッセン,その他スーパー,35.6560562,139.7399289
港区,港南4丁目,-,東京都港区港南4-6-7,マルエツ 港南ワールドシティ店,その他スーパー,35.6277276,139.7505302
港区,赤坂2丁目,赤坂,東京都港区赤坂2-15-18-1F,ファミリーデパート 吉池 食品専門店,その他スーパー,35.6717105,139.7383908
港区,三田5丁目,-,東京都港区三田5-11-12,サミットストア 三田店,その他スーパー,35.6458712,139.7384394
港区,白金台3丁目,-,東京都港区白金台3-16-8,いなげや 白金台店,その他スーパー,35.636135,139.7230929
港区,北青山3丁目,-,東京都港区北青山3-11-7 AoビルB1F,KINOKUNIYA INTERNATIONAL(紀ノ国屋インターナショナル),その他スーパー,35.6638119,139.7106551
港区,六本木7丁目,六本木,東京都港区六本木7-15-14 塩業会館ビル 1F,明治屋六本木ストアー,その他スーパー,35.6624995,139.7297974
港区,麻布十番2丁目,-,東京都港区麻布十番2-9-2,Bio c' Bon(ビオ セ ボン) 麻布十番店,その他スーパー,35.6550314,139.7344271
港区,白金1丁目,-,東京都港区白金1-17-2,クイーンズ伊勢丹白金高輪店,その他スーパー,35.6443931,139.7339013
港区,芝浦3丁目,-,東京都港区芝浦3-1-21 msb Tamachi 田町ステーションタワーS棟 1階,ライフ ムスブ田町店,その他スーパー,35.6450558,139.7492755
港区,白金1丁目,-,東京都港区白金1丁目2番1号,リンコス 白金ザ・スカイ店,その他スーパー,35.6461468,139.7352462
港区,芝浦4丁目,-,東京都港区芝浦4-22-2 芝浦アイランド,ピーコックストア 芝浦アイランド店,その他スーパー,35.6413002,139.7522005
港区,芝5丁目,-,東京都港区芝5丁目36-4,オーケー 札の辻店,その他スーパー,35.6451419,139.7448066
港区,六本木,-,東京都港区六本木6 六本木ヒルズけやき坂通り内,信濃屋 六本木ヒルズ店,その他スーパー,35.6602384,139.7300767
港区,赤坂1丁目,虎ノ門,東京都港区赤坂1-12-32 アーク森ビル1F,成城石井 赤坂アークヒルズ店,その他スーパー,35.6671134,139.740135
港区,麻布十番2丁目,-,東京都港区麻布十番2-5-9,ダイエー麻布十番店,ダイエー,35.6562104,139.7338102
港区,赤坂2丁目,赤坂,東京都港区赤坂2-12-32 ミリアレジデンス赤坂,肉のハナマサ 赤坂店,その他スーパー,35.6716831,139.7394564
港区,赤坂5丁目,赤坂,東京都港区赤坂5-3-1 赤坂Bizタワー,マルエツ プチ 赤坂Bizタワー店,その他スーパー,35.673049,139.7362794
港区,台場2丁目,-,東京都港区台場2-2-1,オーケー お台場店,その他スーパー,35.6302595,139.780145
港区,赤坂3丁目,赤坂,東京都港区赤坂3-16-11東海赤坂ビル,まいばすけっと 赤坂3丁目店,その他スーパー,35.6749413,139.7369602
港区,西麻布4丁目,-,東京都港区西麻布4-15-2 レジディア西麻布1F,成城石井 西麻布店,その他スーパー,35.6591378,139.72107
港区,港南4丁目,-,東京都港区港南4-2-5,マルエツ プチ 港南シティタワー店,その他スーパー,35.6309514,139.7480339
港区,高輪1丁目,-,東京都港区高輪1-27-37,リンコス 高輪店,その他スーパー,35.6361934,139.7319127
港区,銀座8丁目,-,東京都中央区銀座8-10先,肉のハナマサ 銀座店,その他スーパー,35.667122,139.7618936
港区,麻布十番3丁目,-,東京都港区麻布十番3丁目9-5,ナニワヤ,その他スーパー,35.6527052,139.7341278
港区,白金台4丁目,-,東京都港区白金台4-7-8KDXレジデンス白金1,マルエツ プチ 白金台店,その他スーパー,35.6379542,139.7258165
港区,白金1丁目,-,東京都港区白金1丁目2-1,リンコス白金ザ・スカイ店,その他スーパー,35.6461468,139.7352462
港区,東麻布2丁目,-,東京都港区東麻布2-22-5 ベルス麻布,まいばすけっと 東麻布2丁目店,その他スーパー,35.6565968,139.7406617
港区,麻布十番2丁目,-,東京都港区麻布十番2-2-10 麻布十番スクエア1F,成城石井 麻布十番店,その他スーパー,35.6555133,139.735585
港区,北青山3丁目,-,東京都港区北青山3-6-12 地下鉄表参道駅 改札内,OMO KINOKUNIYA(オモ キノクニヤ) エチカ表参道店,その他スーパー,35.6652511,139.7120921
港区,高輪1丁目,-,東京都港区高輪1-5-1,ピーコックストア 高輪魚籃坂店,その他スーパー,35.6434815,139.736235
港区,新橋5丁目,虎ノ門広域,東京都港区新橋5-15-5 交通ビル,まいばすけっと 新橋5丁目店,その他スーパー,35.6621014,139.7558298
