指標名,ギャラリー,,,,,,
出典,TokyoArtBeat(Gallery),,,,,,
年次,2025/3/4取得,,,,,,
URL,http://www.tokyoartbeat.com/venues/Gallery,,,,,,
備考,（2020年度：577件、2021年度：766件、2022年度：555件、2023年度：651件、2024年度：667件）,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,ウェブサイト
渋谷区,猿楽町,-,東京都渋谷区猿楽町12-33ハイツグレード102,35.651211,139.701119,白兎,https://www.hakuto-japan.com/
渋谷区,代々木５丁目,-,東京都渋谷区代々木5-61-3神永ハイツ1f,35.673679,139.691227,SPACE NOBORU,https://sites.google.com/view/space-noboru/%E3%83%9B%E3%83%BC%E3%83%A0
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町2-5石倉ビル5f,35.689390,139.777848,みうらじろうギャラリー@5,https://jiromiuragallery.com/@5/index.html
新宿区,新宿２丁目,-,東京都新宿区新宿2-4-2カーサ御苑602号室,35.688768,139.708083,小灯,https://cotomosi.com/
渋谷区,広尾１丁目,-,東京都渋谷区広尾1-15-72f,35.648357,139.712300,see you gallery,https://seeyougallery.com/
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町1-2-8n11ビル2f,35.685499,139.776151,日本橋N11ギャラリー,https://n11-gallery.com/
中央区,銀座８丁目,-,東京都中央区銀座8-12-6,35.667356,139.762902,トーキョーアートプレースGINZA,https://tokyo-art-place.com/
中央区,日本橋堀留町１丁目,-,東京都中央区日本橋堀留町1-8-9渡菊ビル新館6f,35.687694,139.780848,JINEN GALLERY,https://jinen-gallery.com/
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-6-9箔屋町ビル5f,35.679436,139.773340,ギャラリー空の間,https://www.instagram.com/soranoma_hbl/
港区,南青山５丁目,-,東京都港区南青山5-7-23始弘ビルb1f,35.662664,139.712641,始弘画廊,http://sicoh.web.fc2.com/index.html
品川区,中延４丁目,-,東京都品川区中延4-1-21cmビル2f,35.606290,139.708904,ARTGEN.GALLERY（アートゲンギャラリー）,https://www.artgengallery.com/
品川区,西五反田３丁目,-,東京都品川区西五反田3-3-2,35.628723,139.717227,EVERANDART（エバランダート）,https://www.everandart.com/
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2-12-1,35.696544,139.757165,ギャラリーかわまつ,https://gallery-kawamatsu.com/
港区,南青山６丁目,-,東京都港区南青山6-9-2日興兒玉パレス104,35.659292,139.716160,galerie a（ギャラリエ アー）,https://galerie-a.jp/
港区,南青山２丁目,-,東京都港区南青山2-9-18act青山ビル1b,35.669623,139.721664,TROLLEY（トロリー）,https://vehicletokyo.com/trolley/
港区,⻄麻布２丁目,-,東京都港区⻄麻布2-7-5ハウス⻄麻布5f,35.659385,139.723801,Pocko Gallery Tokyo（ポコギャラリー東京）,https://www.pocko.jp/
中央区,銀座１丁目,-,東京都中央区銀座1-9-8奥野ビル1f,35.673740,139.768782,銀座Gallery G2,https://artprojectg2.jimdofree.com/
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ケ谷3-62-3,35.673173,139.703956,代々木アートギャラリー,https://art.yozemi.ac.jp/gallery/top.html
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2-38-10多幸ビル2f,35.697475,139.754741,H-art Beat Gallery,https://hartbeat.co.jp/index.htm
新宿区,矢来町,-,東京都新宿区矢来町160-1サクラハウス神楽坂矢来町1f-b,35.704441,139.735305,PAAMA（パーマ）,https://www.instagram.com/paama_jp/
渋谷区,東２丁目,-,東京都渋谷区東2-6-18エポック4fultrasupernew,35.654074,139.709746,UltraSuperNew KURA,https://ultrasupernew.gallery/
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町109,35.708099,139.724523,IRIS GALLERY（イリスギャラリー）,https://iris--gallery.com/
中央区,京橋１丁目,日八京,東京都中央区京橋1-7-1todabuilding3f,35.678307,139.771662,タカ・イシイギャラリー京橋,https://www.takaishiigallery.com/jp/
港区,西麻布３丁目,-,東京都港区西麻布3-24-20kasumichoterrace3f,35.659511,139.723801,いちアート,https://www.ichiart.co.jp/
港区,元麻布２丁目,-,東京都港区元麻布2-2-10,35.654370,139.726361,Amalgam Art Gallery（アマルガム・アート・ギャラリー）,https://amalgamgallery.com/
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1-41-7安野ビル1f,35.694793,139.760814,神保町画廊,https://jinbochogarou.com/
新宿区,築地町,-,東京都新宿区築地町21f,35.705521,139.735295,gallery 坂,http://gallery-saka.com/
中央区,京橋１丁目,日八京,東京都中央区京橋1-7-1todabuilding1f,35.678307,139.771662,Gallery & Bakery Tokyo 8分,https://artsticker.app/8min
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-20-3恵比寿ガーデンプレイスタワー13f株式会社パラドックス内,35.642187,139.713468,Visions Gallery,-
中央区,京橋１丁目,日八京,東京都中央区京橋1-7-1todabuilding3f,35.678307,139.771662,KOSAKU KANECHIKA（京橋）,https://kosakukanechika.com/
江東区,新大橋２丁目,-,東京都江東区新大橋2-14-21f,35.689196,139.793638,TATSURO KISHIMOTO,https://www.instagram.com/tatsurokishimoto/
港区,〒１０６‐００４５麻布十番３-４‐１０３f‐４f丁目,-,〒106‐0045東京都港区麻布十番3-4‐103f‐4f,35.653421,139.735285,FIRST GALLERY TOKYO,https://firstgallerytokyo.com/
中央区,京橋１丁目,日八京,東京都中央区京橋1-7-1todabuilding3f,35.678307,139.771662,Yutaka Kikutake Gallery Kyobashi,https://www.yutakakikutakegallery.com/
中央区,〒１０４‐８３８８京橋１-７-１todabuilding３f丁目,-,〒104‐8388東京都中央区京橋1-7-1todabuilding3f,35.678307,139.771662,小山登美夫ギャラリー京橋,https://tomiokoyamagallery.com/
新宿区,新宿１丁目,-,東京都新宿区新宿1-4-10アイデム本社ビル2f,35.688296,139.711123,アイデムフォトギャラリー「シリウス」,https://www.photo-sirius.net
新宿区,矢来町,-,東京都新宿区矢来町134,35.704554,139.732399,Gallery W @神楽坂WM,https://www.instagram.com/gallery_w_kagurazaka/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-16-13sixharajukuterrace,35.666035,139.706087,tHE GALLERY OMOTESANDO,https://thegallery-harajuku.com/
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-20-21ベルウッド原宿1f-c,35.670903,139.707898,tHE GALLERY HARAJUKU,https://thegallery-harajuku.com/
新宿区,築地町,-,東京都新宿区築地町8ワタナベビル1f,35.706225,139.735575,写場 / SHABA KAGURAZAKA,https://shaba.gallery/
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-7-13f,35.687206,139.764508,よみうりギャラリー,-
港区,南青山５丁目,-,東京都港区南青山5-2-1allianceビル4f,35.664125,139.713772,GARDE Gallery,https://www.gardedesignmagazine.com/
中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町2-22-51f,35.685900,139.787706,ギャラリーサンカイビ,https://www.sankaibi.com/
中央区,銀座１丁目,-,東京都中央区銀座1-21-41f,35.672607,139.771004,ナカノギンザギャラリー,https://tonnex.com/ngg/
中央区,銀座１丁目,-,東京都中央区銀座1-10-19銀座一ビル3f,35.674053,139.769412,あらかわ画廊,https://www.arakawagallery.com/
新宿区,新宿３丁目,-,東京都新宿区新宿3-38-2ルミネ2‐2f,35.689479,139.701028,WALL_shinjuku,https://avex.jp/wall/
品川区,東品川１丁目,-,東京都品川区東品川1-32-82f,35.619782,139.746296,コンテンポラリー東京,https://www.contemporarytokyo.com/
港区,赤坂９丁目,六本木,東京都港区赤坂9-5-12パークサイドシックスb1-cfoundation,35.667463,139.729698,ATSUHIKO SUEMATSU GALLERY,https://www.facebook.com/atsuhikosuematsugallery/
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-2-5プレイス青山1f,35.659738,139.712741,青山見本帖,https://www.takeo.co.jp/finder/mihoncho/#aoyama
品川区,東品川１丁目,-,東京都品川区東品川1-32-8terradaartcomplexⅱ3f,35.619781,139.746320,YOD Gallery（天王洲）,https://www.yodgallery.com/
千代田区,神田西福田町,-,東京都千代田区神田西福田町4-5神田ビル3f,35.691476,139.774483,光灯,https://www.kohtoh-gallery.com
江東区,白河１丁目,-,東京都江東区白河1-3-13清洲寮口号-14-209,35.681964,139.800060,euso gallery,https://www.instagram.com/euso_gallery/
中央区,日本橋久松町,-,東京都中央区日本橋久松町4‐6杉山ビル4f,35.690165,139.783720,Gallery TK2,https://www.interart7.com/
新宿区,四谷１丁目,-,東京都新宿区四谷1-4四谷駅前ビル5f,35.686621,139.729319,Mikke Gallery,https://mikke-gallery.com/
中央区,銀座４丁目,-,東京都中央区銀座4-5-1,35.672118,139.765521,教文館4F エインカレムギャラリー,https://www.kyobunkwan.co.jp/ein-karem/archives/info-cat/gyarari
品川区,東品川１丁目,-,東京都品川区東品川1-33-10terradaartcomplexi3f,35.619175,139.746603,KOTARO NUKAGA Three,https://kotaronukaga.com/
中央区,銀座６丁目,-,東京都中央区銀座6-3-2ギャラリーセンタービル2f,35.671801,139.761574,emmy art +,https://emmyart.jp/index.html
江東区,森下３丁目,-,東京都江東区森下3-5-11chigayamorishita3f,35.687662,139.800416,DJURGARDEN,https://www.instagram.com/dgn.tokyo/
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-3-10t&kビル4f,35.694893,139.703722,ギャラリー砂時計,https://sunadokei-sandbox.studio.site/1
港区,虎ノ門５丁目,虎ノ門,"東京都港区虎ノ門5-8-1麻布台ヒルズガーデンプラザa1f,2f",35.662493,139.743728,Pace東京,https://www.pacegallery.com/
港区,南青山５丁目,-,東京都港区南青山5-4-44ラポール南青山54#103,35.662552,139.713680,ギャルリーワッツ,https://www.wa2.jp
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ケ谷5-30-71f,35.685505,139.704380,aL Base（アエル ベース）,https://al.salround.jp/
新宿区,新宿２丁目,-,東京都新宿区新宿2-15-13第2中江ビル6f,35.691114,139.709058,GALLERY素描,https://kairakujuku.com/
港区,白金台４丁目,-,東京都港区白金台4-19-13白金tfビル1f,35.638679,139.723220,ギャラリー∞トワ,https://www.gallery00towa.com/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-7-14vortaoyama101,35.660503,139.707851,ギャラリー青山いやさか,https://iyasaka.art/
渋谷区,代官山町,-,東京都渋谷区代官山町15-10grove代官山1f,35.650045,139.702815,DRELLA Art Gallery（ドレラ・アートギャラリー）,https://www.instagram.com/drella.art/
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-18-26,35.670189,139.708709,ギャラリーフェーレス表参道,https://galleryfeles.tokyo/
江東区,冬木,-,東京都江東区冬木22-32森芳ビル1f,35.675406,139.800002,M16 Gallery（エムイチロク ギャラリー）,http://www.m16-gallery.com
渋谷区,猿楽町,-,東京都渋谷区猿楽町26-9代官山ホシノビル1f,35.648454,139.700930,AISHO（アイショウ）,https://www.aisho.art/
中央区,銀座３丁目,-,東京都中央区銀座3-8-17ホウユウビル5・6f,35.672013,139.767674,ゆう画廊,https://ywgarou.jimdofree.com/
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1-52-121f-2f,35.698112,139.757630,QUIET GALLERY（クワイエットギャラリー）,https://www.quietgallery.net/
江東区,新大橋３丁目,-,東京都江東区新大橋3-17-10,35.689621,139.796065,Masumi Sasaki Gallery,https://art-reason.com/
中央区,銀座１丁目,-,東京都中央区銀座1-15-72f,35.673471,139.770126,美術紫水,https://shisui-tea.jp/
港区,六本木７丁目,六本木,東京都港区六本木7-18-82f,35.662164,139.729208,t2GALLERY,https://t2gallery.art/
港区,南青山３丁目,-,東京都港区南青山3-4-7第7syビル1f,35.667161,139.717436,アートスペースモルゲンロート,https://morgenrotarts.com/
港区,三田２丁目,-,東京都港区三田2-13-9三田東門ビル8f,35.649494,139.744546,Alpha Contemporary,https://www.alpha-contemporary.com/ja
品川区,東品川１丁目,-,東京都品川区東品川1-32-84f,35.619782,139.746296,TERRADA ART COMPLEX Ⅱ BONDED GALLERY,https://www.terrada.co.jp/ja/service/event-space/bonded-gallery/
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-8-1麻布台ヒルズガーデンプラザab1,35.662493,139.743728,集英社マンガアートヘリテージ トーキョーギャラリー,https://mangaart.jp/ja
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-9-25b1f,35.666265,139.707739,B1_Storage,https://www.instagram.com/b1storage/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-23-6,35.664795,139.702356,Galerie GEEK/ART,https://www.geek.art/
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町1-5-17町田ビル4f,35.686425,139.775731,中和ギャラリー,https://www.chu-wa.com/rental.html
中央区,銀座６丁目,-,東京都中央区銀座6-3-7アオキタワー1f,35.671372,139.761132,花田美術,https://www.hanada-gallery.co.jp/
港区,北青山３丁目,-,東京都港区北青山3-7-5,35.664701,139.710803,K Art Gallery,https://k-art-tokyo.com/
中央区,銀座７丁目,-,東京都中央区銀座7-8-175f,35.669278,139.762410,銀座 黒田陶苑,https://kurodatouen.com/index_jp.html
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-8-1麻布台ヒルズガーデンプラザab1f,35.662493,139.743728,麻布台ヒルズギャラリーカフェ／スペース,https://www.instagram.com/azabudaihills_gallerycafe/
港区,南青山２丁目,-,東京都港区南青山2-4-9klo南青山ビル1f,35.670889,139.723083,space Un,https://www.spaceun.tokyo/
中央区,銀座６丁目,-,東京都中央区銀座6-10-1ginzasix5f,35.768904,139.606993,Artglorieux GALLERY OF TOKYO（アールグロリューギャラリー・オブ・トーキョー）,https://artglorieux.jp/
中央区,銀座４丁目,-,東京都中央区銀座4-11-5,35.669958,139.768632,WABI－和・美－（ワビ）,https://www.gallery-wabi.com/
中央区,銀座７丁目,-,東京都中央区銀座7-2-6銀座アステルビル1f,35.670878,139.760596,創英ギャラリー,https://www.soei-g.com/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-16-15,35.666247,139.706505,ライカギャラリー表参道,https://leica-camera.com/ja-JP/leica-galleries/leica-gallery-omotesando
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-30-3shel'ttertokyob1f,35.668582,139.705781,LOVUS gallery,https://lovusgallery.com/
渋谷区,宇田川町,-,東京都渋谷区宇田川町36-2hmvrecordshop渋谷2f,35.662120,139.697262,Bankrobber LABO（バンクロバーラボ）,https://www.hmv.co.jp/news/article/230421155/
中央区,京橋２丁目,日八京,東京都中央区京橋2-7-12並木ビル2f,35.676752,139.771488,並樹画廊,https://www.namikigallery.com/
中央区,銀座４丁目,-,東京都中央区銀座4-12-20b1f,35.669744,139.767584,銀座アポロ昭和館YOHAKU,https://www.gallery-yohaku.com/
中央区,銀座５丁目,-,東京都中央区銀座5-1-8銀座msビル1・2f,35.672020,139.761801,KOGEI Art Gallery 銀座の金沢,https://www.ginzanokanazawa.jp/
千代田区,神田駿河台４丁目,-,東京都千代田区神田駿河台4-6御茶ノ水ソラシティb1f,35.698492,139.766862,Gallery 蔵,https://ocha-navi.solacity.jp/gallery
港区,六本木６丁目,六本木,東京都港区六本木6-6-9ピラミデビル3f,35.661974,139.731214,ケンジタキギャラリー / 六本木,https://www.kenjitaki.com/
千代田区,神田東松下町,-,東京都千代田区神田東松下町17写真弘社神田モノクロ館2f,35.694488,139.774275,ギャラリー・アートグラフ,https://www.shashinkosha.co.jp/index.php
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1-28-11f,35.697174,139.758760,New Gallery,https://newgallery-tokyo.com/
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4東京ミッドタウンガレリア3fstylemeetspeople店舗内,35.665794,139.729970,SMP GALLERY,https://smp-gallery.com/
中央区,銀座７丁目,-,東京都中央区銀座7-10-8太陽ビル1f,35.668427,139.763221,YASAKA,https://www.yasakag.net/
港区,北青山３丁目,-,東京都港区北青山3-12-12holon-r1f,35.663430,139.710066,STREET DREAMS STUDIOS TOKYO,https://www.streetdreams.jp
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-21−21aristo原宿2f,35.670691,139.707559,Empathy Gallery（エンパシーギャラリー）,https://www.empathygallery.jp/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-23-62f,35.664795,139.702356,COMMON BASE GALLERY,https://commonbase.jp/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-6-16エメラルドアオキビル#202,35.657647,139.705158,Art space FLAG,https://www.flag-tokyo.com/
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ケ谷3-62-8東京デザイン専門学校1号館1階,35.673562,139.703942,TDA'S GALLERY AMI,https://www.tda.ac.jp/ami/
渋谷区,桜丘町,-,東京都渋谷区桜丘町14-5-103,35.655321,139.701688,zakura（ザクラ）,https://www.zakura.tokyo/
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-6-3虎ノ門ヒルズステーションタワー3f,35.667332,139.747313,art cruise gallery by Baycrew's,https://artcruisegallery.com
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-3-18ビラ・モデルナb203,35.662024,139.705859,プレコグ・ギャラリー,https://coubic.com/precog_gallery
品川区,広町１丁目,-,東京都品川区広町1-3-222f,35.612704,139.734938,MAGMA GALLERY,https://www.magma-gallery.com/
千代田区,内神田２丁目,-,東京都千代田区内神田2-13-8bmビル5f,35.691519,139.768305,TOKYO BRIGHT GALLERY,https://www.tokyobrightgallery.com
中央区,銀座７丁目,-,東京都中央区銀座7-10-16,35.668582,139.763142,銀座第7ビルギャラリー,http://www.mca-mcae.co.jp/gallery.html
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-4-11daiwa神宮前ビル1f,35.672751,139.712872,LAG（LIVE ART GALLERY）,https://www.live-art-books.jp/
中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町2-24-1,35.685929,139.788326,好文画廊,https://gallerykobun.com/
江東区,北砂３丁目,-,東京都江東区北砂3-1-72f,35.680087,139.827767,FILTER gallery,https://www.instagram.com/designlab_shuhare/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-25-10,35.668638,139.707824,AURORA GRAN GALLERY,https://www.auroragran.com
中央区,銀座２丁目,-,東京都中央区銀座2-9-16サウンドバレービルb1f,35.672993,139.768447,ギャラリー SIACCA,https://www.siacca.com/gallery/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-3-16,35.667075,139.710429,ミモザ・ギャラリー,https://mimosa-gallery.com/ja/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-21-1,35.668238,139.708450,BLANKgallery Tokyo,https://www.instagram.com/blankgallery_shanghai_tokyo/
江東区,白河１丁目,-,東京都江東区白河1-3-13清洲寮208,35.681964,139.800060,art lab Melt Meri（アートラボメルトメリ）,https://www.artlabmeltmeri.com/
渋谷区,恵比寿西２丁目,-,東京都渋谷区恵比寿西2-18-6spビル2f,35.649676,139.705231,UPSTAIRS GALLERY,https://www.superplanning.co.jp/upstairs/
江東区,〒１３６０-０７２大島４-１-１大島４-団地１号棟１０６丁目,-,〒1360-072東京都江東区大島4-1-1大島4-団地1号棟106,35.687757,139.827452,Studio 04,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/karoku-recycle/57626/
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-14-6,35.666055,139.705097,mysha Gallery,https://www.instagram.com/mysha_gallery_/
千代田区,神田神保町３丁目,-,東京都千代田区神田神保町3-1-6日建ビル3f,35.695636,139.755049,Gallery CORSO（ギャラリーコルソ）,https://www.lithmatic.net/lithApCorso/index.html
千代田区,神田猿楽町１丁目,-,東京都千代田区神田猿楽町1-3-11f,35.697745,139.759748,STUDIO 伽藍裡 garali,https://www.hinokisoken.jp/garali.html
港区,西麻布４丁目,-,東京都港区西麻布4-2-4thewall3f,35.658216,139.723610,9s Gallery by TRiCERA,https://www.tricera.net/
港区,西麻布４丁目,-,東京都港区西麻布4-2-41f,35.658210,139.723585,WALL_alternative,https://avex.jp/wall/
港区,南青山５丁目,-,東京都港区南青山5-4-35たつむら青山ビル,35.661957,139.713437,リノベる。表参道「b1.／ビーワン。」,https://www.renoveru.jp/lp/b1
中央区,銀座８丁目,-,東京都中央区銀座8-7-181f,35.668391,139.760869,月光荘画室2,https://gekkoso.jp/exhibition/gallery-2
港区,南青山３丁目,-,東京都港区南青山3-14-17hbeauty&youthb1f,35.664782,139.714832,AMATEUR（アマチュア）,https://store.united-arrows.co.jp/brand/hby/
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-8-1麻布台ヒルズガーデンプラザab1f,35.662493,139.743728,Gallery Restaurant 舞台裏,https://artsticker.app/butaiura
中央区,銀座５丁目,-,東京都中央区銀座5-4-15銀座エフローレビル5f,35.671611,139.762990,ギャラリーボヤージュ,https://www.voyage-ginza.co.jp/
渋谷区,代官山町,-,東京都渋谷区代官山町12-31f,35.650705,139.703806,Another Project Tokyo,https://www.instagram.com/anotherprojecttokyo/?hl=ja
千代田区,神田錦町１丁目,-,東京都千代田区神田錦町1-9,35.691798,139.764364,天理ギャラリー,http://tokyotenrikyokan.co.jp/gallery/
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-2-9原宿木多マンション103,35.673824,139.706106,デザイン＆ ギャラリー装丁夜話,https://www.souteiyawa.com/gallery/
千代田区,内神田１丁目,-,東京都千代田区内神田1-12-6大森内神田ビル1f,35.691243,139.765468,トーキョーディアスポラ　コンテンポラリーアートギャラリー,https://www.instagram.com/tokyodiaspora/?hl=ja
新宿区,富久町,-,東京都新宿区富久町16-12101,35.691549,139.712619,ギャラリーからーず。,https://bar-colors.com/index.html
港区,六本木５丁目,六本木,東京都港区六本木5-17-1axisビル4f,35.661322,139.736532,JIDAデザインミュージアム,https://center.axisinc.co.jp/floorguide/jidamuseum/
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-8-1麻布台ヒルズガーデンプラザamb階,35.662493,139.743728,麻布台ヒルズ ギャラリー,https://www.azabudai-hills.com/azabudaihillsgallery/index.html
中央区,銀座４丁目,-,東京都中央区銀座4-4-5,35.672088,139.765030,ギャラリーアートハウス,https://www.artginza.com/
中央区,銀座１丁目,-,東京都中央区銀座1-2-4サクセス銀座ファーストビル4f,35.674975,139.768463,富士フォトギャラリー銀座,https://www.prolab-create.jp/gallery/
渋谷区,千駄ケ谷４丁目,-,東京都渋谷区千駄ケ谷4-17-2,35.680279,139.707523,Gallery BOBBIN,https://www.instagram.com/gallery_bobbin/
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-2-11theparkrextoranomon1f,35.669139,139.748323,SIGNAL,https://signing.co.jp/signal/
港区,六本木６丁目,六本木,東京都港区六本木6-6-9ピラミデビル4f,35.661974,139.731214,GALLERY – SIGN TOKYO,http://sign-tokyo.net/
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2-5-1阪急メンズ東京7階,35.673618,139.762317,#NAME?,https://dayonegallery.com
品川区,東品川１丁目,-,東京都品川区東品川1-33-10terradaartcomplexⅰ3f,35.619175,139.746603,STANDING PINE 東京,https://standingpine.jp/
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4東京ミッドタウンガレリア地下1階,35.666219,139.730226,とらや 東京ミッドタウン店ギャラリー,https://www.toraya-group.co.jp/shops/shop-13
渋谷区,代官山町,-,東京都渋谷区代官山町2-3therows1f,35.652655,139.705068,Rodin,https://www.instagram.com/rodin_tokyo/
江東区,三好３丁目,-,東京都江東区三好3-1-14,35.679816,139.804736,ギャラリークリューチ,https://gallery-klyuch.my.canva.site/
中央区,銀座４丁目,-,東京都中央区銀座4-3-5銀座ahビルb2f,35.672366,139.764776,ギャラリーおかりや,http://www.g-okariya.co.jp/index.html
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-18-2サンビューハイツ新宿1f103,35.685035,139.687722,GALLERY KTO 新宿,https://www.kto-gallery.com/
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-14-15松川ボックスa棟,35.708705,139.711781,THE MIRROR,https://coubic.com/themirror
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-9-2グラントウキョウサウスタワー1f,35.678574,139.767285,BUG,https://bug.art/
千代田区,麹町１丁目,-,東京都千代田区麹町1-6-12,35.684596,139.742695,東條會舘写真研究所,-
中央区,銀座５丁目,-,東京都中央区銀座5-7-10exitmelsa7f,35.670661,139.764041,フォルム画廊,-
江東区,門前仲町２丁目,-,東京都江東区門前仲町2-9-11,35.673521,139.796764,ギャラリーダイジロ,https://www.gallerydaijiro.tokyo/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-28-18カトル・バン原宿b1f,35.668830,139.706754,アニコリミックスギャラリー,https://www.anicoremixgallery.com/
千代田区,内幸町１丁目,-,東京都千代田区内幸町1-1-1,35.672406,139.758340,KAIGADO Gallery,http://kaigado.co.jp/
中央区,銀座８丁目,-,東京都中央区銀座8-4-2高木屋ビル1f,35.669531,139.760409,美の起原,https://xn--xxtyc847fky0a.jp/
中央区,銀座３丁目,-,東京都中央区銀座3-12-7,35.670570,139.769037,FEELSEEN gallery（フィールシーン ギャラリー）,https://feelseen.jp/
