指標名,ギャラリー,,,,,,
中央区,新川１丁目,-,東京都中央区新川1-22-11,35.677411,139.785198,ペーパーボイス東京,https://www.heiwapaper.co.jp/shop/gallery.html
港区,麻布十番３丁目,-,東京都港区麻布十番3-8-6,35.653303,139.734294,Koichi Yamamura gallery,http://koichiyamamuragallery.com/
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町1-7-9西村ビル1fspace2*3,35.686214,139.777599,msb gallery,https://www.msb-gallery.com/
港区,西麻布４丁目,-,東京都港区西麻布4-5-4しぶやれいきビル3f,35.656341,139.723607,IDEALIDEA gallery（イデアリデア ギャラリー）,https://www.instagram.com/idealideagallery/
渋谷区,上原３丁目,-,東京都渋谷区上原3-3-6-101,35.667605,139.680804,April Shop,https://aprilshop.thebase.in/
中央区,〒１０４−００６１銀座２-１１-１４丁目,-,〒104−0061東京都中央区銀座2-11-14,35.672107,139.768657,パルピトーギャラリー,https://www.instagram.com/palpito_gallery/
渋谷区,代官山町,-,東京都渋谷区代官山町3-13#103,35.652433,139.704904,ART Is. TOKYO GALLERY,https://www.art-is.net/
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1-25-4,35.697240,139.770019,JAPAN ART BRIDGE,https://japanartbridge.com/
港区,西麻布４丁目,-,東京都港区西麻布4-17-10,35.658368,139.720444,ギャラリー イー・エム 西麻布,http://www.takeuchi-studio.jp/gallery_em/index.html
港区,北青山３丁目,-,東京都港区北青山3-15-16,35.664635,139.709277,ギャラリーコンセプト21,https://g-concept21.com/
渋谷区,東２丁目,-,東京都渋谷区東2-6-211f,35.654283,139.709976,hide gallery,https://hide-tokyo.com/
中央区,銀座４丁目,-,東京都中央区銀座4-4-10グッチ銀座7f,35.671893,139.764592,グッチ銀座ギャラリー,https://www.gucci.com/jp/ja/
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ケ谷1-23-6サンビューハイツ北参道101,35.679355,139.708439,TERRITORY GALLERY（テリトリー・ギャラリー）,https://territorygallery.com
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-46-1twinplanetsouthbldg.1f,35.664285,139.708378,pixiv WAEN GALLERY by TWIN PLANET × pixiv,https://pixiv-waengallery.com/
中央区,京橋２丁目,日八京,東京都中央区京橋2-7-121f,35.676779,139.771584,ROD GALLERY,http://www.rodgallery.jp
新宿区,横寺町,-,東京都新宿区横寺町31-13一水寮,35.702976,139.735082,工芸青花,https://www.kogei-seika.jp/gallery/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-3-3,35.664978,139.709318,ギャラリー エスケーパーズ,https://www.instagram.com/gallery_escapers/
中央区,京橋２丁目,日八京,東京都中央区京橋2-6-10京橋宝照ビル1f,35.676368,139.771468,GALLERY RIN 麟,https://galleryrin.com/
中央区,日本橋本町３丁目,日八京,東京都中央区日本橋本町3-2-12日本橋小楼ビル202,35.688407,139.774164,27 GALLERY TOKYO,https://www.27-gallery-tokyo.com/
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2-5-1阪急メンズ東京7f,35.673620,139.762456,B-OWND Gallery,https://hs.b-ownd.com/gallery_yurakucho/
中央区,銀座４丁目,-,東京都中央区銀座4-13-11太田興産銀座m&sビル2f,35.668975,139.768292,ヒコヒコギャラリー,https://hikohikogallery.com/
中央区,銀座８丁目,-,東京都中央区銀座8-7-2月光荘画材店b1f,35.668867,139.761606,月光荘画室1,http://gekkoso.jp/exhibition/gallery-1
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-21-1渋谷ヒカリエ8f,35.659124,139.703730,Bunkamura Gallery 8/,https://www.bunkamura.co.jp/gallery8/
港区,西麻布１丁目,-,東京都港区西麻布1-14-16ベルジュール2f,35.661166,139.723417,Miaki Gallery,https://miakigallery.jp/
千代田区,一番町,-,東京都千代田区一番町25jciiビル,35.686058,139.742570,JCIIフォトサロン,https://www.jcii-cameramuseum.jp/photosalon/
新宿区,百人町１丁目,-,東京都新宿区百人町1-24-8#107,35.698740,139.697616,callbox,https://www.instagram.com/callbox__/
中央区,日本橋富沢町,-,東京都中央区日本橋富沢町7-1ザ・パークレックス人形町1f,35.688215,139.782573,tagboat,https://www.tagboat.com/
中央区,八丁堀２丁目,-,東京都中央区八丁堀2-21-12,35.676198,139.777000,CENTER/EDO,https://www.instagram.com/center_edo/
渋谷区,神南１丁目,-,東京都渋谷区神南1-5-19ハレ神南別館,35.664777,139.700031,澁谷藝術,https://shibuyageijutsu.com/gallery/
渋谷区,神山町,-,東京都渋谷区神山町40-2dearj1渋谷1f,35.665030,139.692740,HECTARE,https://www.hectaregallery.com/
中央区,京橋２丁目,日八京,東京都中央区京橋2-7−11,35.676677,139.771648,ギャラリーくぼた別館,http://gallery-kubota.co.jp/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-12-10表参道ヒルズ同潤館3f302,35.667287,139.708616,Galerie412,http://www.galerie412.com/index.html
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-28-18カトル・バン原宿b1,35.668830,139.706754,MEDEL GALLERY SHU,https://medelgalleryshu.com/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-32-42f,35.669534,139.706839,PROJECT LAB.,https://www.instagram.com/projectlab_tokyo/
港区,南青山３丁目,-,東京都港区南青山3-14-32f,35.665706,139.714660,Gallery Blue 3143,https://www.gallery-blue3143.com/
港区,南青山５丁目,-,東京都港区南青山5-14-4河合ビル1f,35.660533,139.713334,大塚美術,http://www.otsuka-art.com/
港区,北青山２丁目,-,東京都港区北青山2-10-22谷・荒井ビル1f,35.671564,139.715588,Nine Gallery,https://ninegallery.com/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-26-281f,35.669208,139.707888,studio CIEN,https://www.instagram.com/sezan_cien/
渋谷区,代官山町,-,東京都渋谷区代官山町13-5,35.649994,139.704430,EDGEoff代官山,https://twitter.com/EDGEoff135
港区,西麻布３丁目,-,東京都港区西麻布3-24-23cube西麻布1f,35.659644,139.724127,GALLERY MERROW,https://gallerymerrow.com
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-20-3石井ビル1f,35.670476,139.708240,SPACE BANKSIA（スペース バンクシア）,https://space-banksia.com
港区,白金６丁目,-,東京都港区白金6-2-19-102,35.643466,139.721337,Art Gallery Shirokane 6c,https://shirokane6c.com
中央区,日本橋本町３丁目,日八京,東京都中央区日本橋本町3-4-6ニューカワイビル1f,35.688943,139.774851,REIJINSHA GALLERY,https://linktr.ee/reijinshagallery
渋谷区,神泉町,-,東京都渋谷区神泉町3-4ウェルズ渋谷101,35.657955,139.693072,リアムギャラリー,http://liamgallery.com/
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-6-7神宮前ファッションビル1f,35.672707,139.712127,Gallery 85.4,https://www.instagram.com/gallery85.4/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-9-15b2f,35.667048,139.707334,HENKYO,https://henkyo.jp/
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-31-3宝栄ビル2f-a,35.673351,139.709231,kit gallery,https://kit-gallery.com/
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-24-1エステック情報ビルb1f,35.690267,139.695946,OM SYSTEM GALLERY,https://fotopus.com/showroom/index/contents/i/10
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町1-7-12日本橋太郎平ビル,35.685855,139.777599,太郎平画廊,https://tarohei-gallery.com
千代田区,西神田２丁目,-,東京都千代田区西神田2-5-11出版輸送ビル3f,35.699151,139.753888,GALLERY 2511,https://gallery.2511.jp/
中央区,日本橋横山町,-,東京都中央区日本橋横山町4-9birth5f,35.692037,139.782552,SOM GALLERY,https://www.somgallery.com/
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-14-17,35.674345,139.711671,SORTone,https://www.instagram.com/sortone_fort/
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1-25-1神保町会館3f,35.695018,139.760616,Bohemian’s Guild CAGE（ボヘミアンズ・ギルド・ケージ）,https://www.bohemiansguild.com/
渋谷区,恵比寿南２丁目,-,東京都渋谷区恵比寿南2-8-23f,35.644527,139.708854,KICHI,https://www.instagram.com/282kichi/
新宿区,四谷１丁目,-,東京都新宿区四谷1-7-12日本写真会館5f,35.686932,139.728620,ポートレートギャラリー,https://sha-bunkyo.or.jp/gallery/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-45-5中澤ビルb1f,35.664355,139.708110,Space Jing,http://spacejing.com/
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-12-1新有楽町ビル1f,35.675560,139.762093,M5 Gallery,https://www.instagram.com/m5.gallery
港区,西麻布２丁目,-,東京都港区西麻布2-25-111f,35.659985,139.721972,KONTACTO EAST GALLERY,http://kontacto.jp
渋谷区,南平台町,-,東京都渋谷区南平台町8-11mo-greenビル2f,35.652589,139.697133,CONTAINER GRAPHIC GALLERY,https://container-web.jp/
中央区,銀座６丁目,-,東京都中央区銀座6-4-8曽根ビル7f,35.671034,139.761369,ぎゃらりい秋華洞,https://www.syukado.jp/
中央区,銀座７丁目,-,東京都中央区銀座7-4-12銀座メディカルビル1f,35.669799,139.760696,Shinwa Privé Gallery,https://www.shinwa-prive.com/
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町3-20-4第2龍名館ビル1fd,35.696772,139.761425,KOMIYAMA TOKYO G,https://www.komiyamatokyo-g.com
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-15-17クレストコート神宮前1f,35.665967,139.704766,GALLERY SCENA.,https://gallery-scena.com/
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2-14-19,35.696809,139.757192,GALLERY KOGURE,https://gallerykogure.com/
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-42-7青山太洋ビル3f,35.671247,139.713849,Night Out Gallery,https://nightoutgallery.com/
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-16-6,35.683808,139.689518,SHINBI GALLERY（新宿美術学院）,https://www.art-shinbi.com/gallery/
渋谷区,富ヶ谷１丁目,-,東京都渋谷区富ヶ谷1-8-72f,35.668550,139.690900,WONDER Yoyogi Park,http://www.wonderyoyogipark.com/
港区,南青山３丁目,-,東京都港区南青山3-1-31kd南青山ビル4f,35.668071,139.715997,YUGEN Gallery,https://yugen-gallery.com/ja/
港区,南青山５丁目,-,東京都港区南青山5-10-17,35.662682,139.710778,MA5 GALLERY,https://www.ma5gallery.com/
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門4-1-40江戸見坂森ビル1f,35.666582,139.745110,VLC Gallery by AKIO NAGASAWA,https://vlcgallery.com/
新宿区,改代町,-,東京都新宿区改代町40,35.706934,139.734560,BOOTLEG Gallery,https://bootleg.co.jp/gallery/
品川区,大崎１丁目,-,東京都品川区大崎1-15-9光村ビル1f,35.617809,139.733669,光村グラフィック・ギャラリー,https://www.mitsumura.co.jp/csr/mgg/
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2-11三橋ビル1f,35.695344,139.756476,art gallery & Legion,https://legion.jp
千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町1-14第二東ビル216号,35.697841,139.774413,DUB GALLERY AKIHABARA,https://www.instagram.com/dub_gallery_akihabara/
中央区,銀座４丁目,-,東京都中央区銀座4-1-2銀座駅コンコース,35.671728,139.764443,メトロ銀座ギャラリー,https://www.metrocf.or.jp/jigyou/gallery_ginza/
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1-1-6小浦第一ビル1f,35.681344,139.780172,コンテンポラリーヘイズ,https://heis-g.com
千代田区,平河町２丁目,-,東京都千代田区平河町2-4-7スタンプスタンダードショールーム内,35.682060,139.738673,フラットリバーギャラリー,https://f-r-gallery.tokyo/
中央区,銀座７丁目,-,東京都中央区銀座7-7-4本店浜作ビルb1f,35.669546,139.762406,SPACE TGC,http://www.spacetgc.com/
中央区,日本橋小網町,-,東京都中央区日本橋小網町4-4バトラーズ日本橋ビル3f,35.681673,139.782112,隣人ART,http://art-rinjin.com/
中央区,銀座６丁目,-,東京都中央区銀座6-3-16泰明ビル本館501,-,-,FBIギャラリー,https://www.instagram.com/fbi_ginza/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-26-122f,35.668597,139.707310,Gallery W,https://gallery-w.jp/
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-32-2k'sapartment103,35.671573,139.711015,HIRO OKAMOTO,https://www.hirookamoto.jp/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-26-35,35.669725,139.707939,YOD TOKYO,http://yoded.com/
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-22-11,35.670288,139.707283,SOMSOC Gallery,https://somsoc.jp/
港区,六本木７丁目,六本木,東京都港区六本木7-21-24themoduleroppongi101,35.663705,139.727950,OTA FINE ARTS 7CHOME,https://www.otafinearts.com/ja/
中央区,銀座６丁目,-,東京都中央区銀座6-10-1,35.669872,139.764010,FOAM CONTEMPORARY,https://store.tsite.jp/ginza/event/foam-contemporary/?input_order=event&
港区,南青山６丁目,-,東京都港区南青山6-3-73f,35.659451,139.717467,SOOT,https://soot.tokyo/
中央区,日本橋馬喰町１丁目,-,東京都中央区日本橋馬喰町1-8-11・2f,35.693537,139.781473,EXHIBIT SPACE TINGLE ANGLE,https://tingleangle.com/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-24-12渋谷スクランブルスクエア46f,35.658464,139.702262,SKY GALLERY,https://www.shibuya-scramble-square.com/sky/
港区,西新橋２丁目,虎ノ門広域,東京都港区西新橋2-17-1八雲ビル4f,35.666408,139.750767,THE LOOP GALLERY,https://www.theloopgallery.jp/
中央区,日本橋馬喰町２丁目,-,東京都中央区日本橋馬喰町2-2-14maruka3f,35.695474,139.783490,NEORT++（ネオルトツー）,https://two.neort.io/
中央区,銀座６丁目,-,東京都中央区銀座6-4-7いらか銀座ビル1・2f,35.671176,139.761515,至峰堂画廊,https://shihoudou.co.jp/
中央区,銀座６丁目,-,東京都中央区銀座6-4-1ライカ銀座店2f,35.671749,139.761870,ライカギャラリー東京,https://leica-camera.com/ja-JP/Leica-Galleries/Leica-Gallery-Tokyo
港区,六本木７丁目,六本木,東京都港区六本木7-21-24,35.663705,139.727950,クマ財団ギャラリー,https://kuma-foundation.org/gallery/
渋谷区,猿楽町,-,東京都渋谷区猿楽町5-17第一西尾ビル2f,35.652850,139.703772,のこぎり,https://www.nokogiribytonkachi.jp/
新宿区,揚場町,-,東京都新宿区揚場町2-12セントラルコーポラス105,35.702303,139.742444,Roll,https://yf-vg.com/roll.html
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-2-10,35.692905,139.785572,Ritsuki Fujisaki Gallery,http://ritsukifujisakigallery.com
品川区,東品川１丁目,-,東京都品川区東品川1-33-10terradaartcomplexⅰ4f,35.619175,139.746603,小山登美夫ギャラリー天王洲,http://tomiokoyamagallery.com/
中央区,日本橋馬喰町２丁目,-,東京都中央区日本橋馬喰町2-2-14まるかビル2f,35.695474,139.783490,parcel,http://parceltokyo.jp/
品川区,東品川１丁目,-,東京都品川区東品川1-32-8terradaartcomplexii4f,35.619781,139.746320,T&Y Projects,http://www.ty-projects.com/
中央区,銀座７丁目,-,東京都中央区銀座7-7-16,35.669385,139.761924,GALLERY HAYASHI + ART BRIDGE,https://g-hayashi-artbridge.com/
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-19-5,35.673354,139.710479,SCOOTERS FOR PEACE,https://scootersforpeace.com/
中央区,日本橋小舟町,-,東京都中央区日本橋小舟町7-13東海日本橋ハイツ2f,35.686116,139.778356,galerieH（ガルリアッシュ）,https://galerie-h.jp
渋谷区,代々木５丁目,-,東京都渋谷区代々木5-24-10,35.676102,139.690499,エステルオカダ,https://www.zulaarts.com/
品川区,東品川１丁目,-,東京都品川区東品川1-32-8terradaartcomplexⅱ4f,35.619781,139.746320,タカ・イシイギャラリー ビューイングルーム,https://www.takaishiigallery.com/jp/
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-4-2丸紅ビル3f,35.690624,139.759710,丸紅ギャラリー,https://www.marubeni.com/gallery/
港区,南青山４丁目,-,東京都港区南青山4-8-25,35.666961,139.719127,Feb gallery Tokyo,https://febgallerytokyo.com/
新宿区,矢来町,-,東京都新宿区矢来町114高橋ビルb2f,35.704085,139.734669,CAVE-AYUMIGALLERY,https://caveayumigallery.tokyo
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-27-4東武第二ビル1f,35.666716,139.703741,JPS Gallery（Tokyo）,http://www.jpsgallery.com/
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町11-10西井ビル3f,35.689835,139.780457,myheirloom（マイエアルーム）,https://www.myheirloom.info/
中央区,京橋３丁目,日八京,東京都中央区京橋3-6-18東京建物京橋ビル1f,35.675351,139.769581,BAG-Brillia Art Gallery-,https://www.brillia-art.com/bag/
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-3-1新東京ビル1fandwandermarunouchi,35.677534,139.762249,and wander OUTDOOR GALLERY,https://www.instagram.com/outdoorgallery_tokyo/
渋谷区,初台１丁目,-,東京都渋谷区初台1-36-1,35.680071,139.686070,PAGIC Gallery,https://pagicgallery.com/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-36-6ケーリーマンション3f,35.664349,139.705790,白紙,https://www.instagram.com/hakushi_tokyo/
中央区,日本橋横山町,-,東京都中央区日本橋横山町4-10,35.692079,139.782612,MARGIN,https://www.instagram.com/margingallery_jp/
中央区,〒１０４‐００６１銀座１-１３-４銀座片桐ビルⅲ５f丁目,-,〒104‐0061東京都中央区銀座1-13-4銀座片桐ビルⅲ5f,35.673765,139.769693,ギャラリー新居 東京,http://www.gallery-nii.com
港区,南青山１丁目,-,東京都港区南青山1-11-391139南青山2f,35.670280,139.725652,ギャラリー石榴 南青山ルーム,http://www.g-sekiryu.com/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-39-6b1f,35.664933,139.706551,Gallery COMMON,http://www.gallerycommon.com/
中央区,銀座７丁目,-,東京都中央区銀座7-10-11日本アニメーションビル1f,35.668229,139.762842,たけだ美術,http://www.takeda-bijyutu.com/
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2-20第2富士ビルディング3f,35.697025,139.756806,TANA Gallery Bookshelf,http://tanagallerybookshelf.com/
港区,六本木５丁目,六本木,東京都港区六本木5-17-1axisビル4f,35.661322,139.736532,アクシス ギャラリー,https://center.axisinc.co.jp/floorguide/axisgallery/
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-13-1,35.676043,139.760545,第一生命ギャラリー,https://www.dai-ichi-life.co.jp/dsr/society/challenges/research/gallery.html
江東区,木場３丁目,-,東京都江東区木場3-18-17,35.672791,139.805405,EARTH + GALLERY,https://earth-plus.com/
中央区,銀座２丁目,-,東京都中央区銀座2-3-2エイコー銀座ビル3f,35.672769,139.765108,NUKAGA GALLERY,http://www.nukaga.co.jp
港区,南麻布３丁目,-,東京都港区南麻布3-20-1麻布グリーンテラス5f,35.647639,139.731118,Mizenka Gallery,http://www.mizenka.com
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-14-5,35.695088,139.697013,河合塾美術研究所 Gallery Kart,http://art.kawai-juku.ac.jp/kanto/institution/gll/
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-33-3光雲閣110号室,35.647378,139.704101,Fm（エフマイナー）,https://twitter.com/galleryfmtokyo
渋谷区,西原２丁目,-,東京都渋谷区西原2-26-5パールマンション102,35.674711,139.678725,パールブックショップ&ギャラリー,https://888books.shop/
中央区,銀座１丁目,-,東京都中央区銀座1-9-8奥野ビル502号室,35.673740,139.768782,ギャラリーカメリア,http://www.gallerycamellia.jp/
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-28-9,35.672131,139.709338,+81 Gallery – Tokyo,https://plus81.gallery/exhibition_tokyo/
江東区,清澄１丁目,-,東京都江東区清澄1-3-2-5f,35.681531,139.793045,ミヤケファインアート,http://www.miyakefineart.com/
中央区,銀座４丁目,-,東京都中央区銀座4-3-6g4bricksbld.7f,35.672236,139.764610,ギャラリー桜の木 銀座,http://www.sakuranoki.co.jp/
中央区,銀座１丁目,-,東京都中央区銀座1-8-17伊勢伊ビル3f,35.674084,139.768334,銀座一穂堂サロン,https://www.ippodogallerytokyo.com/ja/
中央区,日本橋室町４丁目,日八京,東京都中央区日本橋室町4-3-7,35.689302,139.771967,アートギャラリー環,http://www.art-kan.co.jp/mokuji/mokuji.htm
渋谷区,鶯谷町１丁目,-,東京都渋谷区鶯谷町12-6,35.651541,139.701269,LOKO GALLERY,http://lokogallery.com/
渋谷区,猿楽町,-,東京都渋谷区猿楽町16-15,35.649118,139.700144,DAIKANYAMA T-SITE GARDEN GALLERY,https://store.tsite.jp/daikanyama/
港区,南青山１丁目,-,東京都港区南青山1-24-3toto乃木坂ビル3f,35.667488,139.726689,TOTOギャラリー・間,https://jp.toto.com/gallerma/
渋谷区,西原１丁目,-,東京都渋谷区西原1-18-7,35.675458,139.678346,gallery commune,http://www.ccommunee.com/
港区,六本木６丁目,六本木,東京都港区六本木6-6-9ピラミデビル3f,35.661974,139.731214,ワコウ・ワークス・オブ・アート,https://www.wako-art.jp/
港区,北青山２丁目,-,東京都港区北青山2-9-16aaビル1f,35.671369,139.716013,オリエ アート・ギャラリー,http://orie.co.jp/
港区,南青山５丁目,-,東京都港区南青山5-7-17小原流会館b1f,35.662333,139.712707,Otherwise Gallery,http://hpgrpgallery.com/
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-21-3,35.647886,139.719591,工房親,http://www.kobochika.com/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-10-1gyre3f,35.667386,139.706911,GYRE GALLERY,https://gyre-omotesando.com/art/
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-4-71f,35.672794,139.713277,MAHO KUBOTA GALLERY,http://www.mahokubota.com/ja/
港区,南青山５丁目,-,東京都港区南青山5-12-3noirビル2f,35.661577,139.712917,Akio Nagasawa Gallery Aoyama,http://www.akionagasawa.com
新宿区,住吉町,-,東京都新宿区住吉町10-10,35.693895,139.720489,Yu Harada,https://www.yuharada.com/
港区,西麻布２丁目,-,東京都港区西麻布2-7-5ハウス西麻布4f,35.662234,139.721198,TAV GALLERY,http://tavgallery.com/
中央区,銀座４丁目,-,東京都中央区銀座4-9-5銀昭ビル6f,35.670626,139.767062,Akio Nagasawa Gallery Ginza,http://www.akionagasawa.com
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-2-9三晶ビルb1f,35.680281,139.771993,MASATAKA CONTEMPORARY,http://www.masataka-contemporary.com/
港区,北青山２丁目,-,東京都港区北青山2-10-26,35.671873,139.714809,ギャラリーハウスMAYA,http://www.gallery-h-maya.com/
港区,南青山４丁目,-,東京都港区南青山4-1-9秋元南青山ビル1f,35.667248,139.719521,プリズミックギャラリー,http://www.prismic.co.jp/gallery/
中央区,銀座２丁目,-,東京都中央区銀座2-11-4富善ビル1f,35.672409,139.769221,ギャルリーヴィヴァン,http://www.g-vivant.com/
港区,〒１０６‐００３１西麻布２-１２-４小倉ビル３ｆ丁目,-,〒106‐0031東京都港区西麻布2-12-4小倉ビル3ｆ,35.661182,139.722604,NANATASU GALLERY,https://twitter.com/nanatasugallery
渋谷区,猿楽町,-,東京都渋谷区猿楽町18-8ヒルサイドテラスf棟1f,35.648590,139.700511,gallery ON THE HILL,https://www.galleryonthehill.com/
港区,南青山１丁目,-,東京都港区南青山1-15-2南青山スタジオフラットb1-ii,35.670170,139.726350,Art-U room,http://www.art-u-room.com/
中央区,入船１丁目,-,東京都中央区入船1-3-9長﨑ビル9f,35.672691,139.776357,FUMA Contemporary Tokyo / BUNKYO ART,http://www.bunkyo-art.co.jp/
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町17-9さとうビルb館4f,35.692807,139.779926,ルーニィ 247 ファインアーツ,http://www.roonee.jp/
渋谷区,代官山町,-,東京都渋谷区代官山町13-8キャッスルマンション113,35.650424,139.704899,Gallery 子の星,http://www.nenohoshi.com/
中央区,銀座７丁目,-,東京都中央区銀座7-12-5銀星ビル7f,35.668207,139.764018,nada art gallery,http://nadaartgallery.com/
中央区,佃１丁目,-,東京都中央区佃1-11-8ピアウエストスクエア1f,35.669742,139.784499,ギャラリーアートコンポジション,https://www.galleryartcomposition.com/index_jp.html
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-33-14神宮ハイツ301/302,35.668085,139.704141,アートスペースAM,http://am-project.jp/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-26-28junkyard3f,35.669053,139.707714,WAG Gallery,http://www.wag-gallery.com/
新宿区,下落合３丁目,-,東京都新宿区下落合3-13-17,35.720757,139.700483,アダチ版画研究所,https://www.adachi-hanga.com/
港区,南青山２丁目,-,東京都港区南青山2-24-15青山タワービル9f,35.670228,139.718120,GALLERY CLASKA,https://www.claska.com/
港区,東麻布３丁目,-,東京都港区東麻布3-4-61f,35.657319,139.737760,Cale,http://www.cale.jp
