指標名,幼稚園～高校,,,公立,https://www.kyoiku.metro.tokyo.lg.jp/about/statistics_and_research,,,,
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町３-２８-１２,35.695610,139.763182,駿台電子情報＆ビジネス専門学校,私立,専修学校,2024年2月取得
新宿区,百人町１丁目,-,東京都新宿区百人町１-１３-１６,35.699414,139.699227,東京マルチメディア専門学校,私立,専修学校,2024年2月取得
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田２-１-２７,35.707076,139.716607,専門学校早稲田国際ビジネスカレッジ,私立,専修学校,2024年2月取得
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町２-１０-３３,35.697013,139.755774,東京情報クリエイター工学院専門学校,私立,専修学校,2024年2月取得
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町１-５２-４,35.698087,139.757408,日本ウェルネス保育専門学校,私立,専修学校,2024年2月取得
千代田区,神田多町２丁目,-,東京都千代田区神田多町２-１１,35.694570,139.768887,東京都歯科医師会附属歯科衛生士専門学校,私立,専修学校,2024年2月取得
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台１-８-１３,35.698267,139.763455,日本大学歯学部附属歯科衛生専門学校,私立,専修学校,2024年2月取得
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台１-８-１３,35.698267,139.763455,日本大学歯学部附属歯科技工専門学校,私立,専修学校,2024年2月取得
中央区,新川１丁目,-,東京都中央区新川１-１０-１８,35.677328,139.782185,専門学校東京医療学院,私立,専修学校,2024年2月取得
中央区,八丁堀１丁目,-,東京都中央区八丁堀１-１１-１１,35.677327,139.777719,東京医療福祉専門学校,私立,専修学校,2024年2月取得
港区,西新橋３丁目,虎ノ門広域,東京都港区西新橋３-２５-８,35.664083,139.750554,慈恵看護専門学校,私立,専修学校,2024年2月取得
新宿区,百人町３丁目,-,東京都新宿区百人町３-２２-８,35.704939,139.698267,東京山手メディカルセンター附属看護専門学校,私立,専修学校,2024年2月取得
新宿区,西新宿１丁目,-,東京都新宿区西新宿１-７-３,35.689056,139.712207,首都医校,私立,専修学校,2024年2月取得
新宿区,百人町２丁目,-,東京都新宿区百人町２-５-９,35.703292,139.700321,西武学園医学技術専門学校東京新宿校,私立,専修学校,2024年2月取得
新宿区,三栄町３丁目,-,東京都新宿区三栄町３,35.687735,139.726645,東京医療専門学校,私立,専修学校,2024年2月取得
新宿区,揚場町,-,東京都新宿区揚場町２-２８,35.702188,139.742939,東京新宿メディカルセンター附属看護専門学校,私立,専修学校,2024年2月取得
新宿区,百人町１丁目,-,東京都新宿区百人町１-４-４,35.699995,139.701388,東洋鍼灸専門学校,私立,専修学校,2024年2月取得
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１-１８-１８,35.711320,139.706175,日本医学柔整鍼灸専門学校,私立,専修学校,2024年2月取得
新宿区,大久保３丁目,-,東京都新宿区大久保３-１４-２０,35.707843,139.708352,ヘレン・ケラー学院,私立,専修学校,2024年2月取得
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田２-４-６,35.708466,139.716302,早稲田医学院歯科衛生士専門学校,私立,専修学校,2024年2月取得
品川区,東大井３丁目,-,東京都品川区東大井３-５-６,35.603316,139.739055,池見東京医療専門学校,私立,専修学校,2024年2月取得
品川区,旗の台１丁目,-,東京都品川区旗の台１-２-２６,35.609966,139.704253,昭和大学医学部附属看護専門学校,私立,専修学校,2024年2月取得
渋谷区,本町６丁目,-,東京都渋谷区本町６-２１-７,35.681104,139.679915,専門学校東洋公衆衛生学院,私立,専修学校,2024年2月取得
渋谷区,桜丘町,-,東京都渋谷区桜丘町２０-１,35.655817,139.700244,日本鍼灸理療専門学校,私立,専修学校,2024年2月取得
渋谷区,桜丘町,-,東京都渋谷区桜丘町２０-１,35.655817,139.700244,日本柔道整復専門学校,私立,専修学校,2024年2月取得
渋谷区,広尾４丁目,-,東京都渋谷区広尾４-１-３,35.653517,139.719318,日本赤十字社助産師学校,私立,専修学校,2024年2月取得
新宿区,左門町,-,東京都新宿区左門町５-,35.686492,139.719621,新宿医療専門学校,私立,専修学校,2024年2月取得
千代田区,西神田１丁目,-,東京都千代田区西神田１-３-４,35.699353,139.756622,東京理容専修学校,私立,専修学校,2024年2月取得
港区,赤坂７丁目,赤坂,東京都港区赤坂７-２-２９,35.673870,139.730154,タカラ美容専門学校,私立,専修学校,2024年2月取得
港区,六本木６丁目,六本木,東京都港区六本木６-４-１ハリウッドプラザ,35.661407,139.730038,ハリウッド美容専門学校,私立,専修学校,2024年2月取得
新宿区,西新宿６丁目,-,東京都新宿区西新宿６-５-３,35.689885,139.699733,新宿調理師専門学校,私立,専修学校,2024年2月取得
新宿区,市谷本村町,-,東京都新宿区市谷本村町２-３１,35.690538,139.731754,高山美容専門学校,私立,専修学校,2024年2月取得
新宿区,下落合２丁目,-,東京都新宿区下落合２-３-１６,35.716927,139.703252,中央理美容専門学校,私立,専修学校,2024年2月取得
新宿区,西新宿６丁目,-,東京都新宿区西新宿６-１１-１１,35.691346,139.693690,東京栄養専門学校,私立,専修学校,2024年2月取得
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１-１４-１,35.708996,139.706206,東京製菓学校,私立,専修学校,2024年2月取得
新宿区,西新宿７丁目,-,東京都新宿区西新宿７-１１-１１,35.694326,139.697714,東京調理製菓専門学校,私立,専修学校,2024年2月取得
新宿区,下落合１丁目,-,東京都新宿区下落合１-２-４,35.716677,139.702146,東京美容専門学校,私立,専修学校,2024年2月取得
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１-２１-１２,35.709621,139.704161,日本美容専門学校,私立,専修学校,2024年2月取得
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町２-４２-５,35.697706,139.701089,真野美容専門学校,私立,専修学校,2024年2月取得
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田２-２０-７,35.709011,139.709536,早稲田美容専門学校,私立,専修学校,2024年2月取得
品川区,南品川６丁目,-,東京都品川区南品川６-１０-５,35.609745,139.736264,東京健康科学専門学校,私立,専修学校,2024年2月取得
品川区,大井１丁目,-,東京都品川区大井１-４８-１１,35.605403,139.733070,東京マックス美容専門学校,私立,専修学校,2024年2月取得
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿４-１９-２５,35.643940,139.712927,専門学校エビスビューティカレッジ,私立,専修学校,2024年2月取得
渋谷区,神泉町,-,東京都渋谷区神泉町２-２,35.658034,139.693491,国際文化理容美容専門学校渋谷校,私立,専修学校,2024年2月取得
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１-２１-１０,35.663395,139.703622,住田美容専門学校,私立,専修学校,2024年2月取得
渋谷区,桜丘町,-,東京都渋谷区桜丘町２３-１８,35.655873,139.699764,専門学校ビジョナリーアーツ,私立,専修学校,2024年2月取得
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ケ谷５-２５-４,35.684890,139.703415,服部栄養専門学校,私立,専修学校,2024年2月取得
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３-２６-１,35.670947,139.708751,ベルエポック美容専門学校,私立,専修学校,2024年2月取得
渋谷区,代々木１丁目,-,東京都渋谷区代々木１-５３-１,35.684186,139.699952,山野美容専門学校,私立,専修学校,2024年2月取得
新宿区,須賀町,-,東京都新宿区須賀町３,35.686806,139.721884,マリールイズ美容専門学校,私立,専修学校,2024年2月取得
渋谷区,円山町,-,東京都渋谷区円山町２８-５,35.655755,139.694288,山手調理製菓専門学校,私立,専修学校,2024年2月取得
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町７-１,35.684152,139.732755,上智社会福祉専門学校,私立,専修学校,2024年2月取得
港区,三田３丁目,-,東京都港区三田３-４-２８,35.645688,139.743688,聖徳大学幼児教育専門学校,私立,専修学校,2024年2月取得
新宿区,新宿１丁目,-,東京都新宿区新宿１-１１-７,35.689056,139.712207,東京国際福祉専門学校,私立,専修学校,2024年2月取得
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１-３２-１５,35.710379,139.703547,日本児童教育専門学校,私立,専修学校,2024年2月取得
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場２-１６-３,35.713710,139.705597,日本福祉教育専門学校,私立,専修学校,2024年2月取得
品川区,西品川１丁目,-,東京都品川区西品川１-２８-３,35.609268,139.727762,品川介護福祉専門学校,私立,専修学校,2024年2月取得
江東区,塩浜２丁目,-,東京都江東区塩浜２‐２２‐１０,35.664100,139.813935,臨床福祉専門学校,私立,専修学校,2024年2月取得
千代田区,西神田２丁目,-,東京都千代田区西神田２-４-１１,35.698294,139.754468,大原簿記学校,私立,専修学校,2024年2月取得
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町３-２８-１０,35.695321,139.763285,専門学校お茶の水スクール・オブ・ビジネス,私立,専修学校,2024年2月取得
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町３-２６-１,35.696153,139.762518,東京テクノ・ホルティ園芸専門学校,私立,専修学校,2024年2月取得
新宿区,百人町１丁目,-,東京都新宿区百人町１-５-６,35.698512,139.700910,専門学校東京経理綜合学院,私立,専修学校,2024年2月取得
新宿区,市谷田町３丁目,-,東京都新宿区市谷田町３-２１,35.696715,139.737980,東京観光専門学校,私立,専修学校,2024年2月取得
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田２-１８-１２,35.710530,139.710667,東京ＹＭＣＡ国際ホテル専門学校,私立,専修学校,2024年2月取得
渋谷区,代々木１丁目,-,東京都渋谷区代々木１-５６-１,35.684463,139.701628,専門学校東京スクール・オブ・ビジネス,私立,専修学校,2024年2月取得
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ケ谷１-８-１７,35.678352,139.711072,専門学校東京クールジャパン,私立,専修学校,2024年2月取得
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町２-１０-３３,35.697013,139.755774,大原医療秘書福祉保育専門学校,私立,専修学校,2024年2月取得
千代田区,西神田１丁目,-,東京都千代田区西神田１-２-１５,35.698922,139.757299,東京ホテル・トラベル学院専門学校,私立,専修学校,2024年2月取得
新宿区,西新宿７丁目,-,東京都新宿区西新宿７-１８-１２,35.696018,139.696745,東京・ｉスマートビジネス専門学校,私立,専修学校,2024年2月取得
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町２-６-４,35.696542,139.755368,九段観光ビジネス専門学校,私立,専修学校,2024年2月取得
千代田区,富士見２丁目,-,東京都千代田区富士見２-５-１３,35.700637,139.745643,専門学校ファッションカレッジ桜丘,私立,専修学校,2024年2月取得
中央区,明石町,-,東京都中央区明石町２-１,35.667477,139.778627,東京ファッション専門学校,私立,専修学校,2024年2月取得
港区,北青山３丁目,-,東京都港区北青山３-５-１７,35.666477,139.712280,専門学校青山ファッションカレッジ,私立,専修学校,2024年2月取得
新宿区,百人町１丁目,-,東京都新宿区百人町１-５-７,35.698735,139.700909,ファッションビジネスカレッジ東京,私立,専修学校,2024年2月取得
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１-３４-１３,35.711849,139.704174,東京家政専門学校,私立,専修学校,2024年2月取得
新宿区,西新宿１丁目,-,東京都新宿区西新宿１-７-３,35.689056,139.712207,東京モード学園,私立,専修学校,2024年2月取得
江東区,東陽３丁目,-,東京都江東区東陽３-３-１,35.668864,139.809291,江東服飾高等専修学校,私立,専修学校,2024年2月取得
江東区,亀戸２丁目,-,東京都江東区亀戸２-１８-１１,35.697717,139.823999,東京服装文化学院,私立,専修学校,2024年2月取得
品川区,上大崎４丁目,-,東京都品川区上大崎４-６-１９,35.631613,139.715818,ドレスメーカー学院,私立,専修学校,2024年2月取得
品川区,大崎４丁目,-,東京都品川区大崎４-５-２０,35.620140,139.722550,宮川文化服装専門学校,私立,専修学校,2024年2月取得
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１-６-８,35.660962,139.705220,専門学校清水とき・きものアカデミア,私立,専修学校,2024年2月取得
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１-２１-７,35.663654,139.703684,渋谷ファッション＆アート専門学校,私立,専修学校,2024年2月取得
渋谷区,代々木３丁目,-,東京都渋谷区代々木３-２２-１,35.685635,139.693929,文化服装学院,私立,専修学校,2024年2月取得
新宿区,下落合３丁目,-,東京都新宿区下落合３-１７-４２,35.721706,139.703782,目白ファッション＆アートカレッジ,私立,専修学校,2024年2月取得
千代田区,西神田２丁目,-,東京都千代田区西神田２-４-１１,35.698294,139.754468,大原法律専門学校,私立,専修学校,2024年2月取得
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台２-３,35.699777,139.764459,御茶の水美術専門学校,私立,専修学校,2024年2月取得
千代田区,六番町,-,東京都千代田区六番町１-３,35.688064,139.735642,専修学校河合塾麹町校,私立,専修学校,2024年2月取得
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町３-２８,35.695225,139.763161,駿台法律経済＆ビジネス専門学校,私立,専修学校,2024年2月取得
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台１-７,35.699084,139.760617,駿台予備学校アカデミー校,私立,専修学校,2024年2月取得
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台２-５-１７,35.700391,139.760353,駿台予備学校,私立,専修学校,2024年2月取得
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台１-５-８,35.699136,139.761182,駿台外語＆ビジネス専門学校,私立,専修学校,2024年2月取得
千代田区,四番町,-,東京都千代田区四番町１１,35.688484,139.738977,東京ビジュアルアーツ,私立,専修学校,2024年2月取得
千代田区,九段南４丁目,-,東京都千代田区九段南４-８-２１,35.693696,139.746682,山脇美術専門学校,私立,専修学校,2024年2月取得
新宿区,西新宿７丁目,-,東京都新宿区西新宿７-１２-１,35.693580,139.696841,専修学校河合塾新宿校,私立,専修学校,2024年2月取得
新宿区,百人町２丁目,-,東京都新宿区百人町２-６-１０,35.704053,139.700433,グレッグ外語専門学校新宿校,私立,専修学校,2024年2月取得
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場４-４-２１,35.712642,139.701820,専修学校早稲田予備学校,私立,専修学校,2024年2月取得
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１-２４-１３,35.711410,139.705101,専修学校早稲田ゼミナール,私立,専修学校,2024年2月取得
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場３-３-１９,35.714024,139.702366,専門学校ＥＳＰエンタテインメント東京,私立,専修学校,2024年2月取得
新宿区,下落合１丁目,-,東京都新宿区下落合１-１-８,35.717994,139.700072,東京アニメーションカレッジ専門学校,私立,専修学校,2024年2月取得
新宿区,西新宿７丁目,-,東京都新宿区西新宿７-３-８,35.696154,139.699045,東京外語専門学校,私立,専修学校,2024年2月取得
新宿区,富久町,-,東京都新宿区富久町２-６,35.692454,139.718147,東洋美術学校,私立,専修学校,2024年2月取得
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１-２４-２２,35.711787,139.705717,日本フラワーデザイン専門学校,私立,専修学校,2024年2月取得
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１-２３-９,35.710992,139.705012,早稲田外語専門学校,私立,専修学校,2024年2月取得
江東区,大島３丁目,-,東京都江東区大島３-４-７,35.692632,139.826305,秀林外語専門学校,私立,専修学校,2024年2月取得
江東区,東陽２丁目,-,東京都江東区東陽２-２-１５,35.667129,139.816245,東京ＹＭＣＡ社会体育・保育専門学校,私立,専修学校,2024年2月取得
品川区,上大崎２丁目,-,東京都品川区上大崎２-１９-６,35.637003,139.714574,日本書道専門学校,私立,専修学校,2024年2月取得
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ケ谷３-６２-３,35.673173,139.703956,専修学校代々木ゼミナール造形学校,私立,専修学校,2024年2月取得
渋谷区,代々木２丁目,-,東京都渋谷区代々木２-２５-７,35.685491,139.698692,専修学校代々木ゼミナール本部校,私立,専修学校,2024年2月取得
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１-１０-３４,35.670090,139.704580,ＥＳＰアニメーション声優専門学校,私立,専修学校,2024年2月取得
渋谷区,神南１丁目,-,東京都渋谷区神南１-４-１７,35.665346,139.700058,専門学校桑沢デザイン研究所,私立,専修学校,2024年2月取得
渋谷区,恵比寿南３丁目,-,東京都渋谷区恵比寿南３-１-５,35.645670,139.706814,専門学校東京声優アカデミー,私立,専修学校,2024年2月取得
渋谷区,桜丘町,-,東京都渋谷区桜丘町４-１６,35.654572,139.703947,専門学校日本デザイナー学院,私立,専修学校,2024年2月取得
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５-２９-２,35.664414,139.703376,専門学校ヒコ・みづのジュエリーカレッジ,私立,専修学校,2024年2月取得
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ケ谷５-１９-９,35.682543,139.703857,専門学校ミューズ音楽院,私立,専修学校,2024年2月取得
渋谷区,代々木１丁目,-,東京都渋谷区代々木１-３１-２,35.681958,139.702523,専門学校ミューズ・モード音楽院,私立,専修学校,2024年2月取得
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２-１９-２１,35.659788,139.704768,東京スクールオブミュージック専門学校渋谷,私立,専修学校,2024年2月取得
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１-２４-６,35.660777,139.702033,東京ダンス＆アクターズ専門学校,私立,専修学校,2024年2月取得
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ケ谷５-７-３,35.681663,139.706118,日本デザイン福祉専門学校,私立,専修学校,2024年2月取得
渋谷区,桜丘町,-,東京都渋谷区桜丘町４-１６,35.654572,139.703947,日本写真芸術専門学校,私立,専修学校,2024年2月取得
渋谷区,代々木３丁目,-,東京都渋谷区代々木３-２２-１,35.685635,139.693929,文化外国語専門学校,私立,専修学校,2024年2月取得
渋谷区,松涛２丁目,-,東京都渋谷区松涛２-１６-５,35.658032,139.690426,ヤマザキ動物専門学校,私立,専修学校,2024年2月取得
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町１-５０,35.698485,139.758040,東京商科・法科専門学校,私立,専修学校,2024年2月取得
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台２-１１,35.701019,139.757949,専門学校アテネ・フランセ,私立,専修学校,2024年2月取得
千代田区,西神田１丁目,-,東京都千代田区西神田１-３-１,35.699329,139.756737,東京アニメーター学院専門学校,私立,専修学校,2024年2月取得
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３-２-１,35.677780,139.761341,東京会館クッキングスクール,私立,各種学校,2024年2月取得
新宿区,市谷左内町,-,東京都新宿区市谷左内町２１,35.693393,139.735180,江上料理学院,私立,各種学校,2024年2月取得
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町１-２４-３,35.694381,139.700641,新宿クッキングアカデミー,私立,各種学校,2024年2月取得
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西１-３２-１２,35.646583,139.705268,かこうインターナショナルデザインカレッジ・国際手芸学院,私立,各種学校,2024年2月取得
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台２-３,35.699777,139.764459,御茶の水美術学院,私立,各種学校,2024年2月取得
港区,赤坂２丁目,赤坂,東京都港区赤坂２-１７-４７,35.669487,139.738319,東亜学院,私立,各種学校,2024年2月取得
千代田区,五番町,-,東京都千代田区五番町１４,35.688800,139.732285,東京中華学校,私立,各種学校,2024年2月取得
中央区,築地３丁目,-,東京都中央区築地３-１５-１,35.667178,139.771886,東京仏教学院,私立,各種学校,2024年2月取得
港区,元麻布２丁目,-,東京都港区元麻布２-１４-７,35.653588,139.730292,西町インターナショナルスクール,私立,各種学校,2024年2月取得
新宿区,若松町,-,東京都新宿区若松町１７-１８,35.699152,139.714267,合気道学校,私立,各種学校,2024年2月取得
新宿区,西新宿１丁目,-,東京都新宿区西新宿１-２１-１,35.689056,139.712207,キルビー学院,私立,各種学校,2024年2月取得
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場２-９-７,35.712533,139.707978,新宿日本語学校,私立,各種学校,2024年2月取得
新宿区,若松町,-,東京都新宿区若松町２-１,35.697307,139.720973,東京韓国学校初等部,私立,各種学校,2024年2月取得
新宿区,若松町,-,東京都新宿区若松町２-１,35.697307,139.720973,東京韓国学校中高等部,私立,各種学校,2024年2月取得
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場４-２３-２３,35.709916,139.701447,東京国際大学付属日本語学校,私立,各種学校,2024年2月取得
新宿区,北新宿３丁目,-,東京都新宿区北新宿３-２２-７,35.701885,139.691537,日本学生支援機構東京日本語センター,私立,各種学校,2024年2月取得
新宿区,下落合３丁目,-,東京都新宿区下落合３-１４-１６,35.721541,139.700280,日本聖書神学校,私立,各種学校,2024年2月取得
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１-２９-５,35.710466,139.704000,一橋学院早慶外語,私立,各種学校,2024年2月取得
江東区,白河１丁目,-,東京都江東区白河１-５-１５,35.682637,139.799990,ケイ・インターナショナルスクール東京,私立,各種学校,2024年2月取得
江東区,枝川１丁目,-,東京都江東区枝川１-１１-２６,35.656859,139.804601,東京朝鮮第二初級学校,私立,各種学校,2024年2月取得
港区,六本木６丁目,六本木,東京都港区六本木６-１６-５,35.661859,139.734547,アメリカン．スクール・イン・ジャパン・アーリーラーニングセンター,私立,各種学校,2024年2月取得
渋谷区,広尾４丁目,-,東京都渋谷区広尾４-３-１,35.652202,139.719826,聖心インターナショナルスクール,私立,各種学校,2024年2月取得
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ケ谷５-３０-１６,35.685681,139.704302,東京工学院日本語学校,私立,各種学校,2024年2月取得
渋谷区,南平台町,-,東京都渋谷区南平台町１６-２６,35.654532,139.694684,東京日本語学校,私立,各種学校,2024年2月取得
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１-２１-１８,35.663704,139.703400,ブリティッシュ・スクール・イン東京,私立,各種学校,2024年2月取得
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ケ谷３-１０-６,35.679114,139.709010,山野日本語学校,私立,各種学校,2024年2月取得
中央区,日本橋堀留町２丁目,-,東京都中央区日本橋堀留町２-２-９,35.688244,139.781054,アートマスターズスクール,私立,各種学校,2024年2月取得
中央区,新川１丁目,-,東京都中央区新川１-１５-１３,35.677148,139.783176,東京ギャラクシー日本語学校,私立,各種学校,2024年2月取得
新宿区,新宿１丁目,-,東京都新宿区新宿１-２９-１２,35.689056,139.712207,KCP地球市民日本語学校,私立,各種学校,2024年2月取得
新宿区,下落合１丁目,-,東京都新宿区下落合１-１-６,35.717994,139.700072,千駄ヶ谷日本語学校,私立,各種学校,2024年2月取得
渋谷区,上原３丁目,-,東京都渋谷区上原３-２８-１８,35.664619,139.674890,ドルトンスクール東京,私立,各種学校,2024年2月取得
江東区,大島１丁目,-,東京都江東区大島１-２０-２０,35.685795,139.824989,インディア インターナショナル スクール イン ジャパン,私立,各種学校,2024年2月取得
新宿区,新宿１丁目,-,東京都新宿区新宿１-１１-１１,35.689056,139.712207,東京外語日本語学校,私立,各種学校,2024年2月取得
港区,南麻布２丁目,-,東京都港区南麻布２-１３-６,35.647239,139.735373,東京インターナショナルスクール,私立,各種学校,2024年2月取得
江東区,大島３丁目,-,東京都江東区大島３-２３-８木下ビル,35.693605,139.829207,カナン国際教育学院,私立,各種学校,2024年2月取得
千代田区,富士見１丁目,-,東京都千代田区富士見１-１-１３,35.697918,139.748467,暁星小学校,私立,小学校,2024年2月取得
千代田区,九段北２丁目,-,東京都千代田区九段北２-４-１,35.695570,139.746087,白百合学園小学校,私立,小学校,2024年2月取得
千代田区,六番町,-,東京都千代田区六番町１４-１,35.687024,139.731754,雙葉小学校,私立,小学校,2024年2月取得
港区,白金４丁目,-,東京都港区白金４-１１-１,35.642396,139.725360,聖心女子学院初等科,私立,小学校,2024年2月取得
港区,六本木５丁目,六本木,東京都港区六本木５-６-１４,35.661765,139.735595,東洋英和女学院小学部,私立,小学校,2024年2月取得
新宿区,若葉１丁目,-,東京都新宿区若葉１-２３-１,35.683058,139.727453,学習院初等科,私立,小学校,2024年2月取得
品川区,西大井１丁目,-,東京都品川区西大井１-６-１３,35.602118,139.726206,品川翔英小学校,私立,小学校,2024年2月取得
